magnitude,depth,longitude,latitude
4.2000000000000002,34.469999999999999,81.6126,28.865200000000002
4,40.659999999999997,81.052199999999999,29.385300000000001
4.7999999999999998,32.409999999999997,83.973200000000006,28.2987
4.5999999999999996,57.329999999999998,86.3309,28.700700000000001
5,10,82.393799999999999,28.8947
4.4000000000000004,10,82.541399999999996,28.9068
7.7999999999999998,8.2200000000000006,84.731399999999994,28.230499999999999
6.0999999999999996,10,85.5398,27.628499999999999
5.5999999999999996,10,86.021299999999997,27.685700000000001
5.4000000000000004,10,84.492000000000004,28.204599999999999
5.0999999999999996,10,85.114099999999993,27.800599999999999
5.2599999999999998,18,85.447999999999993,27.812999999999999
5,10,85.585400000000007,27.687000000000001
4.7999999999999998,10,85.504300000000001,27.700600000000001
4.7000000000000002,10,85.071700000000007,27.847799999999999
4.5999999999999996,10,85.947900000000004,27.724399999999999
5.0999999999999996,10,85.830200000000005,27.743500000000001
4.5999999999999996,10,85.501199999999997,27.586200000000002
6.5999999999999996,10,84.821600000000004,28.224399999999999
5,10,85.200900000000004,27.672000000000001
5.5,10,85.750500000000002,27.882200000000001
5.0999999999999996,10,86.006100000000004,27.721900000000002
4.4000000000000004,10,86.023700000000005,27.417300000000001
4.4000000000000004,10,84.684299999999993,27.963999999999999
4.2000000000000002,10,85.368200000000002,28.029
4.2999999999999998,10,85.583699999999993,27.9482
4.9000000000000004,10,85.914000000000001,27.7879
4.7999999999999998,10,85.730699999999999,27.614999999999998
4.7000000000000002,10,85.679100000000005,27.881799999999998
4,10,85.340500000000006,27.757400000000001
4.2000000000000002,10,85.847800000000007,27.885400000000001
4.4000000000000004,10,85.892399999999995,27.805299999999999
4.2999999999999998,10,84.991799999999998,27.6891
4.2999999999999998,10,85.609899999999996,27.9633
4.5,10,85.738299999999995,27.682099999999998
5,10,85.595500000000001,27.8172
4.4000000000000004,10,85.487499999999997,27.846
4.4000000000000004,10,85.767600000000002,27.842600000000001
4.5999999999999996,10,85.794300000000007,27.813199999999998
4.9000000000000004,10,85.756299999999996,27.7014
4.7000000000000002,10,85.793099999999995,27.854900000000001
4.9000000000000004,10,85.159999999999997,27.642900000000001
4.5999999999999996,10,85.566599999999994,27.816600000000001
5,10,84.621799999999993,27.935099999999998
4.5999999999999996,10,85.953900000000004,27.6708
4.2000000000000002,10,85.172700000000006,27.729199999999999
4.4000000000000004,10,84.889300000000006,27.740400000000001
5.2999999999999998,10,85.505799999999994,27.586600000000001
4.4000000000000004,10,85.071799999999996,27.808399999999999
4.7999999999999998,10,85.342600000000004,27.874300000000002
5.7000000000000002,10,87.317300000000003,28.3902
4.7000000000000002,10,85.750299999999996,27.719200000000001
4.4000000000000004,10,85.310400000000001,28.0061
4.9000000000000004,10,85.520899999999997,27.994499999999999
4.4000000000000004,10,84.884200000000007,28.066800000000001
4,10,85.725499999999997,27.532599999999999
4.2000000000000002,10,84.725499999999997,28.283799999999999
4.4000000000000004,10,85.8035,27.799900000000001
4.0999999999999996,10,85.8322,27.770399999999999
4.7999999999999998,10,85.956500000000005,27.603300000000001
4.2000000000000002,10,84.623699999999999,28.1447
4,10,85.630399999999995,27.5075
4.5999999999999996,10,85.884200000000007,27.806100000000001
4.2000000000000002,10,85.5471,27.933
4,10,86.0505,27.6021
4.4000000000000004,10,86.005799999999994,27.4923
4.5,10,85.430899999999994,27.648299999999999
4.2000000000000002,10,85.056600000000003,28.0596
4.2000000000000002,10,85.9255,27.863800000000001
4.2999999999999998,10,85.895399999999995,27.6645
4.5,10,85.448999999999998,27.926100000000002
4,10,86.095200000000006,27.484400000000001
5.2000000000000002,10,84.559399999999997,28.097899999999999
4.2999999999999998,10,85.790899999999993,27.805499999999999
4.5999999999999996,10,85.037800000000004,28.076799999999999
4.7000000000000002,10,85.982600000000005,27.726600000000001
4.5999999999999996,10,85.874799999999993,27.710899999999999
4.9000000000000004,10,85.635900000000007,27.869499999999999
5.0999999999999996,10,85.828999999999994,28.238
4.5,35.259999999999998,86.107200000000006,28.213899999999999
4.2000000000000002,14.199999999999999,85.350099999999998,27.637599999999999
4.4000000000000004,10,84.528199999999998,27.9754
4.4000000000000004,10,85.924099999999996,27.643699999999999
4.5999999999999996,23.879999999999999,85.811400000000006,27.765699999999999
4,9.2100000000000009,86.087299999999999,27.6038
5.0999999999999996,13.609999999999999,84.871499999999997,27.799299999999999
4.5,15.68,86.072599999999994,27.6678
4.0999999999999996,6.5700000000000003,85.835400000000007,27.6098
4.2000000000000002,10,85.442400000000006,27.593599999999999
4.0999999999999996,10,86.053100000000001,27.625699999999998
4.5,10,84.585800000000006,28.2272
4.2999999999999998,10,85.562399999999997,27.469000000000001
4,10,84.669899999999998,28.1724
4.0999999999999996,10,85.359499999999997,28.028099999999998
4.5,10,84.708200000000005,27.996600000000001
6.7000000000000002,22.91,86.017300000000006,27.771100000000001
4.9000000000000004,10,85.913600000000002,27.700399999999998
4.7000000000000002,10,85.982200000000006,27.755500000000001
4.2999999999999998,10,85.9863,27.0336
4.2000000000000002,10,86.007800000000003,27.732500000000002
4.2999999999999998,10,85.781000000000006,27.807200000000002
4.4000000000000004,10,85.844899999999996,28.011900000000001
4.5999999999999996,10,85.853999999999999,27.730699999999999
4.4000000000000004,10,85.803200000000004,27.923200000000001
4.2999999999999998,10,85.937100000000001,27.4422
4,8.4199999999999999,85.7179,27.568300000000001
4.5,10,85.408799999999999,27.811199999999999
4.5,10,85.965699999999998,27.686
4.2999999999999998,10,84.6464,28.122299999999999
5,14,85.864999999999995,27.829699999999999
4.2000000000000002,10,85.368600000000001,27.757899999999999
4.4000000000000004,10,84.764499999999998,27.988800000000001
4.2999999999999998,10,85.781300000000002,27.880400000000002
4.5999999999999996,10,85.6751,27.529800000000002
4.0999999999999996,10,84.957899999999995,27.679400000000001
4.2999999999999998,10,85.781800000000004,27.456499999999998
4.0999999999999996,10,84.725099999999998,27.935199999999998
4,10,86.137299999999996,27.834700000000002
5.0999999999999996,31.710000000000001,88.055000000000007,26.8644
4.2999999999999998,19.52,84.582899999999995,28.023099999999999
4.2999999999999998,10,85.608500000000006,27.680199999999999
4,10,85.885499999999993,27.8065
4.2999999999999998,10,85.121200000000002,27.672799999999999
4.7999999999999998,21.350000000000001,84.682000000000002,28.006599999999999
4.2000000000000002,10,85.787700000000001,27.841000000000001
4.2000000000000002,10,85.2821,27.964099999999998
4.0999999999999996,10,85.881699999999995,27.957699999999999
4.2000000000000002,10,84.563999999999993,27.744900000000001
4.5999999999999996,10,85.408600000000007,27.864000000000001
4.0999999999999996,18.760000000000002,84.676000000000002,28.0838
4.4000000000000004,10,85.703100000000006,27.867699999999999
4.5,10,87.231899999999996,28.329999999999998
4.2999999999999998,10,84.666399999999996,27.9057
4,10,86.239699999999999,28.530100000000001
4.0999999999999996,10,84.632900000000006,27.724900000000002
4,10,85.575900000000004,27.607199999999999
4,10,85.177499999999995,27.380199999999999
4,10,85.904200000000003,27.775099999999998
4,10,85.353200000000001,27.7972
4.9000000000000004,10,84.657600000000002,28.314299999999999
4.2000000000000002,10,85.369,27.917100000000001
4.2999999999999998,10,85.949399999999997,27.654499999999999
4.2999999999999998,10,85.932400000000001,27.639500000000002
4,10,84.600499999999997,27.766500000000001
4.2999999999999998,10,84.933099999999996,27.6999
4.2000000000000002,10,85.879099999999994,27.7349
4.5,10,85.974599999999995,27.6326
4,10,86.170400000000001,27.925999999999998
4.0999999999999996,10,86.009699999999995,27.7864
4.2000000000000002,10,85.903599999999997,27.814699999999998
4.0999999999999996,10,85.986699999999999,27.7226
4.0999999999999996,10,85.953500000000005,27.696200000000001
4.9000000000000004,11.56,85.978999999999999,27.6418
4.2000000000000002,10,85.959100000000007,27.866800000000001
4,10,85.025899999999993,27.9634
4,10,86.001000000000005,27.7776
4.2999999999999998,10,85.585800000000006,27.448499999999999
4,10,85.826999999999998,28.007100000000001
4.2999999999999998,10,85.936599999999999,27.932600000000001
4.2999999999999998,10,85.789000000000001,27.758900000000001
7.2999999999999998,15,86.0655,27.808700000000002
5.5,13.01,86.217699999999994,27.714099999999998
4.9000000000000004,10,86.236900000000006,27.307300000000001
4.7999999999999998,10,86.233800000000002,27.579599999999999
5,10,86.256600000000006,27.558900000000001
4.0999999999999996,10,86.009900000000002,27.747699999999998
5.4000000000000004,10,86.244900000000001,27.745799999999999
6.2999999999999998,15,86.161699999999996,27.625
4.9000000000000004,11.77,86.238699999999994,27.652100000000001
4.9000000000000004,10,86.039000000000001,27.5579
4.9000000000000004,10,86.257599999999996,27.7224
4.5,10,86.555400000000006,27.735099999999999
4.2000000000000002,10,86.1387,27.919799999999999
5,15,86.016099999999994,27.722100000000001
4.2999999999999998,10,85.730599999999995,27.465399999999999
5.0999999999999996,15,85.757400000000004,27.762899999999998
5.2000000000000002,15,86.131600000000006,27.729800000000001
4.7999999999999998,10,86.069199999999995,27.7486
4.2999999999999998,16.34,86.014300000000006,28.1877
4.4000000000000004,10,86.210800000000006,27.7042
4,10,86.010000000000005,27.743099999999998
4.2999999999999998,10,86.213800000000006,27.646899999999999
4,10,86.335800000000006,28.008400000000002
4.5,10,86.194999999999993,27.7729
4.5999999999999996,10,86.0672,27.7318
4.5,10,86.250500000000002,27.665800000000001
4.2000000000000002,10,85.930099999999996,27.761700000000001
4.2999999999999998,10,86.173400000000001,27.717199999999998
4.4000000000000004,10.01,85.915800000000004,27.689599999999999
4.5,10,86.084900000000005,27.660599999999999
4.5999999999999996,10,86.404399999999995,27.7987
4.5,10,86.274600000000007,27.716000000000001
4,10,86.340500000000006,27.476500000000001
4,10,86.198999999999998,27.730499999999999
4.2000000000000002,10,86.203299999999999,27.641400000000001
4.0999999999999996,10,85.981999999999999,27.8202
4.4000000000000004,10,86.136899999999997,27.683800000000002
4.2999999999999998,10,85.901799999999994,27.6936
4.5,10,85.993099999999998,27.6751
4,10,85.806200000000004,27.640599999999999
4.4000000000000004,10,85.989599999999996,27.613199999999999
4.0999999999999996,10.609999999999999,85.951099999999997,27.872800000000002
4.2000000000000002,7.9000000000000004,86.163200000000003,27.651599999999998
4.4000000000000004,10,85.901600000000002,27.746099999999998
4.4000000000000004,10,85.897499999999994,27.732099999999999
4.5,10,86.265900000000002,27.601299999999998
4.4000000000000004,10,86.260199999999998,27.721
4.2000000000000002,10,86.080799999999996,27.7866
4.4000000000000004,10,86.2971,27.648499999999999
4,10,86.221100000000007,27.741099999999999
4,10,86.230699999999999,27.617000000000001
4.4000000000000004,6.54,85.941800000000001,27.712
4.7999999999999998,10,86.126599999999996,27.498899999999999
4,15.68,86.251400000000004,27.716999999999999
4.0999999999999996,11.23,86.293999999999997,27.645600000000002
4.2999999999999998,10.93,86.1584,27.6432
4.5,8.5199999999999996,86.130799999999994,27.686800000000002
4.2999999999999998,13.35,85.141300000000001,27.585799999999999
4,5.3600000000000003,86.238900000000001,27.915199999999999
5.2000000000000002,10,84.638400000000004,27.783000000000001
4,10,86.003399999999999,27.8032
4.0999999999999996,10,86.231499999999997,27.669499999999999
4.0999999999999996,10,86.329899999999995,27.6248
4.7000000000000002,10,86.155699999999996,27.6539
4.5,10,86.137900000000002,27.758199999999999
4.7999999999999998,10,86.189099999999996,27.720099999999999
4.2000000000000002,10,86.308400000000006,27.7666
4.2000000000000002,10,86.037999999999997,27.801400000000001
5,8.3800000000000008,86.050299999999993,27.719899999999999
4.4000000000000004,10,86.151499999999999,27.671299999999999
4.9000000000000004,10,84.749899999999997,27.971900000000002
4.0999999999999996,10,84.518699999999995,28.007400000000001
4.7000000000000002,10,85.712999999999994,27.6386
4.2000000000000002,10,85.165300000000002,27.475100000000001
5.5,7,86.073400000000007,27.560300000000002
4.0999999999999996,10,84.697800000000001,28.009399999999999
4.4000000000000004,10,85.951400000000007,27.680399999999999
4.2999999999999998,10,85.823899999999995,27.5777
4.0999999999999996,10,84.699700000000007,27.9438
4.4000000000000004,10,85.892499999999998,27.5867
4.2000000000000002,10,85.867999999999995,27.772200000000002
4.5999999999999996,10,85.048299999999998,27.3231
4,10,85.209000000000003,27.817299999999999
4.7000000000000002,10,84.967100000000002,27.955500000000001
4.2999999999999998,10,86.051100000000005,27.543800000000001
4.0999999999999996,10,85.693600000000004,27.663499999999999
4.2999999999999998,10,81.688800000000001,29.804200000000002
4.4000000000000004,10,84.673400000000001,28.027100000000001
4.2999999999999998,42.439999999999998,87.241100000000003,28.5718
4.5999999999999996,10,85.100499999999997,28.233799999999999
4,10,84.663499999999999,27.325600000000001
4.4000000000000004,10,84.715999999999994,27.402899999999999
4.0999999999999996,10,84.971699999999998,28.252800000000001
4,10,84.643500000000003,28.092300000000002
4.7999999999999998,10,84.781899999999993,27.979800000000001
4.2999999999999998,10,84.926299999999998,27.880199999999999
4,10,86.095299999999995,28.010999999999999
4.2000000000000002,10,85.532799999999995,27.973400000000002
4.2000000000000002,10,85.795900000000003,27.895499999999998
4.7999999999999998,24.489999999999998,85.583600000000004,27.832100000000001
4.4000000000000004,10.32,84.693700000000007,28.114999999999998
4,10,86.037899999999993,27.770499999999998
4.7999999999999998,10,86.070899999999995,27.6326
4.0999999999999996,10,85.752899999999997,28.176300000000001
4,5.7000000000000002,85.294399999999996,27.738099999999999
4.2999999999999998,10,85.498099999999994,27.942599999999999
4.2999999999999998,10,85.876599999999996,28.2774
4.7000000000000002,10,82.631900000000002,28.552299999999999
4.0999999999999996,10,86.029499999999999,27.805900000000001
4.2999999999999998,10,85.989800000000002,27.5413
4.7000000000000002,10,86.055999999999997,28.031600000000001
4,10,85.627899999999997,28.003
4.2999999999999998,10,85.752499999999998,27.4724
4.2000000000000002,10,85.571399999999997,27.983499999999999
4.5,3.3599999999999999,84.906400000000005,27.723600000000001
4.2000000000000002,10,85.688599999999994,27.936800000000002
4.2000000000000002,10,81.733000000000004,29.6068
4.2000000000000002,10,86.083600000000004,27.729700000000001
4,10,85.680800000000005,28.532
4.4000000000000004,34.280000000000001,87.663600000000002,28.747499999999999
4.0999999999999996,10,80.336799999999997,30.365200000000002
4.2000000000000002,10,84.804299999999998,28.2257
4.5999999999999996,10,86.085999999999999,27.569099999999999
4.4000000000000004,10,87.8566,27.375900000000001
4.7000000000000002,10,85.947299999999998,27.702300000000001
4.2000000000000002,10.44,86.132199999999997,27.906600000000001
5,10,86.079499999999996,27.8355
4,10.529999999999999,87.220200000000006,28.346599999999999
4.5,10,85.667299999999997,27.651900000000001
4.0999999999999996,16.02,86.281899999999993,27.683599999999998
4.2000000000000002,7.4800000000000004,86.189400000000006,27.587499999999999
4.4000000000000004,10,85.063299999999998,27.691500000000001
4.5999999999999996,35,80.373699999999999,29.995999999999999
4.4000000000000004,10,85.816199999999995,27.776900000000001
4.5,10,86.034300000000002,27.639500000000002
4.2999999999999998,10,86.158699999999996,27.770299999999999
4,10,86.147900000000007,27.747900000000001
4.2999999999999998,14.039999999999999,85.983800000000002,27.671199999999999
4.2000000000000002,34.700000000000003,84.881699999999995,27.877099999999999
4,10,86.339699999999993,28.899899999999999
4.9000000000000004,10,86.468999999999994,28.854399999999998
4.5,10,86.372900000000001,28.979600000000001
5,16.510000000000002,85.677599999999998,27.852499999999999
4.5999999999999996,8.1899999999999995,84.758700000000005,28.155200000000001
5.4000000000000004,10,81.6541,29.398499999999999
4.0999999999999996,10,81.420000000000002,29.191299999999998
4.4000000000000004,10,88.005399999999995,29.7043
