latitude,longitude,depth,magnitude,exponent
53.33,-165.26,38.5,5.3,24
-56.11,-122.78,12,5.95,25
-32.26,78.8,20.8,5.34,24
-55.36,-128.36,21.1,5.15,23
-1.22,-16,12,4.82,23
-33.51,77.69,24.5,5.06,23
-2.84,68.03,12,5.38,24
-29.44,77.69,14.4,5.03,23
37.9,28.69,13.6,4.95,23
-19.5,169.94,12,4.93,23
-51.57,139.51,12,5.06,23
-62.97,-158.01,28.3,5.24,23
-36.36,-99.18,18.9,5.07,23
0.65,126.09,32.4,5.09,23
-36.41,-97.24,19.4,5,23
35.72,77.23,110.7,5.21,23
-9.97,33.9,12,5.73,24
-10.03,33.9,12,5.21,23
-10.15,33.97,14.4,5.14,23
-9.66,33.9,19.6,4.98,23
-48.71,-87.31,12,5.03,23
-9.89,33.88,17.7,4.96,23
0.05,96.97,12,4.91,23
-9.89,33.89,12,5.94,25
1.28,126.12,32.9,5,23
19.1,-105.18,12,5.04,23
19.13,-105.23,12,5.07,23
51.47,-176.74,48.5,5.11,23
-54.7,-135.44,15.8,5.6,24
-22.36,170.82,58.2,6.42,25
-0.62,-20.8,26.5,6.41,25
2.4,95.7,23.1,5.9,24
43.06,146.94,20.6,5.22,23
53.44,152.77,655.7,6.28,25
6.51,126.53,56,5.18,23
-12.48,166.25,46.7,5,23
-10.08,33.94,17.4,4.89,23
-16.56,176.66,21.9,4.87,23
1.65,-85.29,12.5,4.8,23
-21.25,-173.81,17.3,5.63,24
11.53,-87.44,37.8,5,23
52.97,158.43,133.4,5.13,23
-9.79,33.85,12,5.49,24
-17.79,-13.32,13.2,5.43,24
-16.22,-173.02,52.4,5.11,23
17.02,73.74,12,4.84,23
28.28,66.56,17.8,4.82,23
19.04,-105.15,12,5.2,23
48.85,156.58,17,5.59,24
21.87,91.74,12,4.9,23
26.49,-110.7,22,5.13,23
-10.01,123.79,35.5,5.46,24
32.94,-0.26,14.8,4.93,23
-6.13,154.41,54.7,5.94,25
43.81,-128.76,12,4.73,23
-44.44,-82.38,12,5.37,24
-29.64,-177.33,50.2,5.04,23
-55.53,-26.84,12,5.52,24
-31.25,-177.68,13.1,5.51,24
-15.96,-172.93,14.8,5.03,23
36.47,-9.89,47.6,5.59,24
17.47,-84.56,23,4.84,23
34.96,139.11,12.2,4.87,23
42.54,-30.45,17.3,5.48,24
51.28,-179.87,44.5,5.81,24
36.45,139.72,79.5,5.15,23
-55.55,-26.81,18.7,4.96,23
34.96,139.16,14.9,5.01,23
59.02,-153.49,93.6,5.13,23
-17.55,65.78,19.5,5.75,24
-20.19,-173.04,18.9,5.04,23
33.63,141.37,28.5,5.17,23
3.08,-76.3,169.2,5.14,23
23.7,121.66,48.2,6.43,25
-17.74,-172.64,19,5.27,24
-10.02,33.93,12,5.96,25
37.57,96.68,22.1,5.02,23
29.08,-113.28,15.1,4.78,23
17.39,121.43,20.7,5.27,24
10.3,40.84,18.7,4.95,23
35.5,31.3,57.2,5.31,24
-47.45,100,13.9,5.41,24
-21.62,170.33,16.1,4.94,23
-15.02,-172.67,13.3,5.03,23
-1.45,99.38,16.3,5.89,24
-6.92,125.7,535.3,5.65,24
-7.38,130.14,64.1,4.98,23
-6.93,129.92,120.4,5.21,23
42.12,134.93,390.4,6.32,25
-5.48,145.56,124.2,5.41,24
-15.89,-74.02,70.7,5.53,24
-55.5,-26.87,12,5.18,23
-15.85,-172.74,51.7,5.53,24
6.46,126.51,32.7,5.57,24
6.38,126.46,26.8,5.25,23
-5.37,131.38,77.2,6.09,25
-5.5,68.62,12,4.83,23
-17.28,-176.69,18,5.57,24
56.19,-152.38,16,5.33,24
-3.03,139.75,21.3,5.72,24
59.36,-30.27,12,4.85,23
43.28,144.49,99,4.98,23
-22.59,-70.7,42.9,5.24,23
47.6,153.51,113.9,5.13,23
3.96,126.85,21.8,5.23,23
-33.75,56.26,12,4.94,23
-5.34,152.36,55.7,5.29,24
24.31,94.84,125.1,5.64,24
32.56,15.04,12,4.98,23
-36.78,-73.39,43.4,5.07,23
-16.93,-176.87,12,4.9,23
41.86,142.32,70.3,4.97,23
10.08,126.79,22,5,23
51.94,-171.31,24.7,5.12,23
10.71,125.31,130.4,5.28,24
6.32,126.41,33.4,5.55,24
32.46,-115.17,14.7,5.87,24
-1.78,137.42,15.1,5.54,24
-59.78,-150.9,16.1,5.98,25
-59.76,-151.05,24.7,5.62,24
-59.84,-150.72,12,5.44,24
-19.76,-177.68,412.7,5.36,24
30.43,83.91,16.4,5.19,23
-22.74,69.19,18,5.24,23
1.42,67.78,15.8,4.99,23
-20.06,-174.83,135.7,4.96,23
-16.16,67.11,21.5,4.99,23
55.71,165.92,17.2,4.86,23
38.4,71.41,14.2,5.44,24
12.35,141.8,12,5.11,23
12.41,141.79,18,5.19,23
12.32,141.77,12,6.03,25
14.12,-92.92,24.6,4.93,23
-5.33,145.85,41,5.83,24
-13.88,167.1,193.1,5.11,23
-1.62,139.17,15,5.33,24
-12.88,166.15,12.4,5.17,23
-8.91,-77.82,131.1,5.7,24
-9.12,157.45,12,6.63,26
-8.88,157.21,12,7.11,26
-9.06,157.72,17.1,5.61,24
-20.87,-178.88,610.2,5.38,24
-8.62,157.23,12.6,5.82,24
-8.63,157.23,17.8,5.32,24
18.73,-107.23,26.1,5.02,23
-8.85,157.41,12,5.11,23
-16.71,-74.19,36,5.11,23
-58.5,-14.85,15.1,6.77,26
-9.11,157.77,12,6.83,26
-9.18,157.77,16.6,6.01,25
14.02,-92.51,26.1,5.22,23
-7.83,157.39,34.7,5,23
-9.34,158.05,20.4,4.95,23
-49.61,163.71,25,5.69,24
-41.71,-16.43,12,5.55,24
-4.52,151.79,195.1,5.62,24
-21.34,171.57,14.6,5.06,23
-56.45,-143.12,23.9,5.26,23
-53.55,158.84,18.9,5.64,24
15.35,-45.71,15.5,4.89,23
-8.79,157.67,12.5,5.04,23
-0.5,120,19.9,4.84,23
6.14,126.78,106.6,5.4,24
-9,157.81,17.7,5.17,23
-9.24,157.88,19.9,5.02,23
-9.26,157.82,12,6.23,25
-9.13,157.72,12.1,5.29,24
40.53,-124.81,19,6.51,25
0.06,123.4,165.9,5,23
-6.3,147.52,83.3,5.35,24
-56.29,-143.38,27,5.03,23
-14.17,167.81,20.7,5.03,23
-16.67,-173.9,142.4,5.3,24
1.4,67.71,17.4,4.85,23
15.68,-88.67,16.5,5.14,23
25.01,123.35,13.5,4.92,23
-5.36,133.73,12,5.31,24
18.61,-72.62,12,7.04,26
18.58,-72.88,12,5.99,25
18.66,-72.97,12,5.24,23
18.63,-72.98,13.5,5.62,24
18.6,-72.98,13.2,5.56,24
18.59,-73.08,14.1,5.14,23
18.64,-73.02,12,5.44,24
18.64,-72.92,12,5.75,24
18.51,-72.83,14.1,5.25,23
6.69,124.36,22,5.02,23
18.71,-72.95,12,5.11,23
-15.44,-174.74,13.3,5.51,24
-15.42,-174.7,12,5.25,23
-15.38,-174.7,16.6,5.37,24
-0.64,133.3,26.8,5.8,24
-41.77,-83.98,12,4.95,23
11.3,142.09,12.1,5.77,24
-12.07,165.93,20.4,5.45,24
42.17,143.1,70.4,4.96,23
7.21,126.05,33.4,5.27,24
-31.61,-177.16,12,5.86,24
-31.58,-177.19,12,5.29,24
26.64,126.47,135.5,5.74,24
43.49,147.15,53.7,5.22,23
10.55,-63.53,13.6,5.57,24
35.66,88.25,25.8,4.89,23
13.75,120.72,77.2,4.9,23
51.74,177.59,61.8,5.54,24
38,143.6,18.6,5.6,24
-6.23,152.75,14.3,5.64,24
-15.22,-174.22,22.1,5.12,23
-57.94,-66.16,18.6,6.24,25
35.25,27.69,22,4.89,23
46.49,153.53,14.7,5.56,24
-35.07,-108.38,12,5.08,23
-11.63,166.09,53.4,5.29,24
-48.64,106.68,12,5.27,24
-48.67,106.64,12,5.07,23
-6.21,130.68,143.4,5.11,23
-31.48,-68.97,116.1,5.38,24
13.69,-90.54,69.2,5.9,24
38.32,22.05,13.9,5.47,24
-12.57,166.06,21,5.72,24
-18.41,-172.5,12,5.41,24
-9.05,158.2,18.7,5.17,23
-8.99,158.21,18.2,5.12,23
-8.94,158.22,12,5.61,24
-10.25,160.81,34.4,5.03,23
18.99,-80.91,19.5,5.89,24
-27.71,-65.74,32.1,5.23,23
-26.78,-63.13,584.9,5.41,24
17.07,-94.61,117.9,4.98,23
18.67,-72.81,12,5.84,24
-57.75,-66.33,12,5.1,23
13.78,125.5,15.9,5.49,24
8.24,-110.49,23.1,5.63,24
54.55,-161.43,20,5.16,23
1.73,122.22,21.2,5.18,23
38.34,22.04,14,5.38,24
-19.42,175.42,15.7,5.38,24
2.95,93.75,13.1,4.99,23
-2.77,-102.47,15.2,5.23,23
-11.65,166.1,54.3,5.21,23
8.36,-83.02,12,5.31,24
8.42,-83.03,15.1,4.82,23
8.39,-82.97,15.3,5,23
8.33,-83.01,12,5,23
-31.89,57.88,12,4.99,23
-8.32,129.14,22,5.54,24
-9.26,157.79,14.1,5.44,24
-18.34,167.88,19.4,5.61,24
16.15,-60.86,60.1,5.04,23
30.91,131.08,38.8,5.47,24
-32.98,179.87,12,5.1,23
-4.41,102.36,66.5,4.92,23
58.62,-153.39,113.6,4.97,23
-18.69,-172.96,19.4,5.6,24
-8.53,-74.52,148.3,5.9,24
-0.55,99,51.7,5.03,23
-39.3,-15.7,12,5.32,24
-39.47,-15.72,12,5.08,23
-39.4,-15.75,12,4.99,23
49.42,-28.44,12,4.86,23
-39.02,-15.72,12,4.89,23
-39.08,-15.73,12,5.24,23
-39.01,-15.76,12,5.42,24
-39.11,-15.77,12,5.04,23
-14.04,-14.43,12,5.8,24
13.74,125.53,18.5,5.88,24
-39.11,-15.7,12,4.96,23
-23.64,-66.96,204.5,5.89,24
3.07,126.7,48.6,5.32,24
-0.82,29.23,19.4,4.91,23
-18.77,169.6,17.7,5.25,23
-18.84,169.7,12,5.77,24
1.67,-90.83,12.8,5.47,24
-24.28,-67.07,207.2,5.04,23
4.83,-76.07,128,4.95,23
1.56,-90.83,12,5.16,23
1.56,-90.78,14.8,5.59,24
19.16,120.95,40.3,5.19,23
-28.26,-71.32,55,5.3,24
2.52,126.7,32.8,5.41,24
-57.03,-141.32,24.3,5.64,24
-22.37,171.37,115.6,5.15,23
-20.49,-177.83,544.7,5.18,23
-20.85,-178.61,608.1,5.28,24
-2.95,100.63,54.3,5.02,23
-25.68,-176.3,24.6,5.13,23
1.27,-85.29,20.2,4.96,23
-18.77,169.29,254.1,5.2,23
13.77,120.76,139,4.93,23
-23.16,-112,14.2,5.14,23
-62.82,155.57,12,5.26,23
-6.39,154.35,40.2,6.19,25
10.38,126.36,32.9,5.1,23
-23.08,-111.97,13.2,4.91,23
-23.21,-111.84,16.7,4.99,23
-8.63,130.65,30.2,4.99,23
-59.23,-25.08,46.3,5.2,23
18.21,-97.99,50.4,4.89,23
53.56,-162.89,17.6,5.1,23
-23.08,-111.98,12,5.01,23
-24.71,-116.16,18,5.22,23
-20.39,-177.53,500,5.29,24
-19.52,-173.23,25.3,5.56,24
40.37,-125.08,18.5,5.91,24
-24.8,-116.22,14.2,5.14,23
-24.78,-116.17,14.8,5.14,23
40.82,135.73,387.7,5.23,23
-47.89,99.51,12,6.22,25
-16.87,-73.85,25.9,5.16,23
-22.07,-174.41,24.2,5.09,23
46.65,152.96,51.2,5.99,25
-15.88,-172.41,12.5,5.48,24
-7.76,130.53,30,5.03,23
23.35,123.66,27.7,6.34,25
5.79,-82.38,19.8,5.11,23
-17.05,-176.88,19.6,5.12,23
-17.05,-176.85,16.5,4.92,23
-23.36,-66.6,230.9,5.64,24
-23.26,-179.83,554.8,5.85,24
-23.39,179.99,560.8,5.57,24
-56.39,-24.28,12,5.18,23
-24.21,-175.28,17.8,5.41,24
-62.6,-161.73,18.5,5.07,23
-14.98,-173.06,25.4,4.97,23
16.12,-96.66,30.3,5.69,24
-15,-173.07,15,6.05,25
21.09,121.06,28.6,5.05,23
-38.57,-179.65,12,5.02,23
-23.15,170.31,24.7,4.98,23
-7.32,154.89,12,5.49,24
-7.32,154.84,12.2,5.16,23
-7.41,154.88,17.3,5.12,23
1.19,126.33,39.8,5.41,24
-6.78,147.3,18.1,5.07,23
-37.71,-94.09,12,5.08,23
-39.16,82.14,12,5.31,24
-40.65,-16.63,12,5.48,24
-10.15,113.92,49.7,5.78,24
-24.02,-175.2,25.3,5.24,23
34.12,25.36,12.2,5.45,24
8.47,-103.12,12,5.32,24
24.01,120.95,33,4.94,23
29.78,-42.82,12,4.94,23
-33.63,-69.02,173.5,5.83,24
29.84,-42.79,12,5.19,23
29.68,-42.82,12,5.25,23
-22.19,-174.06,20,6.03,25
-15.11,-172.77,22.1,4.96,23
-6.34,154.28,34.8,5.05,23
-36.9,-110.75,12,5.36,24
2.71,94.1,12,4.9,23
-13.5,-111.37,23.2,5.03,23
-19.27,-176.14,15.1,5.19,23
6.11,126.99,84.7,5.1,23
-7.39,128.76,136.2,6.22,25
40.35,144,13.8,5.26,23
19.14,121.03,22,4.98,23
4.61,93.06,14.3,5.31,24
54.37,169.52,15.6,4.87,23
-29.66,-177.33,47.9,5.89,24
42.48,130.66,578.7,6.88,26
-56.77,-140.82,17.2,5.1,23
-35.03,-108.26,20.1,5.4,24
-23.2,-68.39,130.7,5.24,23
46.67,152.8,49.9,5.34,24
-41.46,-86.99,16.5,5.29,24
-22.07,-174.32,25.1,5.79,24
-15.08,-173.08,29.5,5.4,24
-49.94,118.46,12.1,4.85,23
-7.56,105.86,38.4,4.95,23
20.98,120.93,15.7,5.01,23
44.28,148.5,25,5.13,23
-13.63,166.54,43.6,5.49,24
23.14,94.63,104.8,4.85,23
17.1,-85.49,28,5.15,23
37.55,141.56,50.2,4.79,23
-21.63,-173.4,46.6,5.68,24
24.07,122.9,32.6,5.22,23
-23.83,-175.35,21.2,5.92,24
-23.79,-175.33,24.7,5.6,24
-23.73,-175.3,21.6,5.45,24
-27.13,-176.05,19.4,5.27,24
70.89,-6.64,15.5,5.3,24
-23.64,-175.29,25.4,4.96,23
-23.89,-175.37,25.6,4.9,23
-23.83,-175.2,20.7,5.35,24
32.52,48.18,16.6,4.91,23
32.6,48.21,15.5,5.17,23
49.59,156.31,47.8,5.32,24
16.24,-91.32,19.2,5.35,24
35.3,91.3,23.9,4.85,23
16.23,-91.33,19.9,5.57,24
-15.05,-172.75,40.7,5,23
-23.8,-175.37,30.5,5.35,24
-30.27,165.91,12,5.39,24
-3.34,146,15.5,5.02,23
8.4,137.54,19.8,4.99,23
10.63,-86.6,33.9,5.65,24
-46.04,165.84,26,5.09,23
25.4,102.04,24.6,5.17,23
51.71,-175.89,57.9,4.88,23
-23.85,-174.94,17,5.01,23
-45.44,96.03,12,4.85,23
-55.96,-4.28,15.2,5.59,24
23.69,122.81,31.9,5.41,24
28.41,86.77,84.5,5.12,23
6.42,126.86,111.2,5.74,24
5.79,125.51,31.1,5.03,23
-58.65,-139.6,12,5.19,23
25.86,128.61,18,6.97,26
-35.98,-73.15,23.2,8.78,29
-38.09,-75.41,19.9,7.36,27
-24.91,-65.59,27,6.25,25
-33.62,-72.29,24.2,6.24,25
10.83,-43.39,14,5.84,24
-37.94,-73.33,53.4,5.87,24
35.75,69.96,115,5.72,24
-34.25,-72.46,31.5,5.93,24
34.69,142.19,16.9,5.37,24
-1.27,-80.64,33.7,5.25,23
-35.11,-72.05,53.5,6.19,25
19.29,120.98,39.8,5.23,23
-57.95,-7.93,15.2,5.41,24
-38.36,-74.15,15.1,5.84,24
39.43,140.61,123.4,5.07,23
-35.4,-72.33,57.8,5.21,23
-35.22,-72.75,18.9,5.61,24
-34.72,-73.88,16.5,4.91,23
-34.73,-73.53,12,5.35,24
5.26,-82.6,20,5.01,23
-35.51,-73.46,15.1,5.3,24
-37.91,-74.96,18.8,4.99,23
-34.57,-74.01,12,5.09,23
-34.53,-73.96,12,5.18,23
-36.83,-73.91,27.2,5.08,23
-36.4,-72.7,67.6,4.96,23
-34.9,-74.27,18,4.97,23
42.54,75.74,25.5,5.07,23
-39.86,-71.47,15.6,5.14,23
18.31,122.48,19.4,5.8,24
-35.88,-73.73,15,5.39,24
-36.85,-73.81,15.2,5.46,24
-34.63,-72.87,14.7,5.31,24
25.95,128.45,12,4.86,23
-10.67,165.98,169,5.29,24
-35.45,-72.99,12,5.01,23
-36.76,-73.83,18.4,5.19,23
-39.72,-74.43,34.7,5.1,23
-34.39,-72.55,19.1,5.61,24
-36.61,-73.85,37,5.05,23
-37.61,-74.29,15,5.31,24
-37.4,-74.27,20.9,5.07,23
-33.81,-72.44,23.5,5.19,23
-58.73,148.79,15,5.03,23
-36.7,-73.69,16.3,6.1,25
-33.59,-72.36,19.1,5.78,24
22.86,120.56,29.1,6.26,25
-33.45,-72.55,12.8,6.02,25
22.88,120.55,27.2,5.16,23
-37.72,-74.96,16.8,5.03,23
-1.25,145.58,19.5,5.03,23
-13.65,167,185.1,6.44,25
-34.24,-72.41,23.5,5.4,24
-22.36,-68.69,118.7,6.32,25
-16.52,176.55,19.9,5.26,23
-34.67,-71.94,12,5.43,24
-34.63,-71.95,26.1,5.25,23
-35.35,-73.41,36.2,5.09,23
-36.76,-73.59,15,6.13,25
-37.58,-73.77,26,5.22,23
-36.89,-73.75,14.9,6.6,26
-4.04,100.52,20,6.67,26
10.39,-103.87,19.7,4.91,23
-13.12,166.44,46.6,5.46,24
44.08,147.78,52.2,5.67,24
-37.59,-74.31,14.3,5.2,23
14.63,144.12,12,5.24,23
14.67,144.02,12,4.97,23
14.65,144.04,12,5.13,23
-33.14,-72.18,29.1,5.09,23
-16.34,-115.45,12.7,6.26,25
-38.22,-73.78,25,5.87,24
-34.65,-72.22,47,5.28,24
-34.01,-72.18,34.4,5.17,23
-36.17,-73.36,29.4,5.07,23
38.82,40.04,15.1,6.06,25
38.73,39.95,19,5.55,24
38.75,40,21.4,4.91,23
19.26,144.67,432.2,6.08,25
38.79,39.93,22.8,5.1,23
-34.54,-73.97,12,5.11,23
38.67,39.96,29.5,4.91,23
-25.94,-66.84,15.1,5.82,24
-32.88,-72.04,16.5,5.3,24
-32.78,-72.11,16,5.27,24
51.48,-173.58,17.7,5.84,24
-59.1,149.12,12,5.03,23
-33.88,-72.83,20.3,5.1,23
-37.07,-73.13,48.5,5.18,23
-37.32,-74.12,15,5.15,23
-18.54,168.9,229.7,5.14,23
7.23,-34.32,18.6,5.3,24
-35.16,-74.29,17.9,5.08,23
-33.6,-72.85,15,5.63,24
36.47,86.94,20.7,5.11,23
-38.25,-75.28,27.4,5.11,23
-57.46,-27.58,285.6,5.57,24
-34.41,-72.29,16.8,4.94,23
-15.35,-172.79,33.2,5.29,24
-34.54,-72.11,12.9,6.85,26
-34.53,-72.13,16.3,6.96,26
-34.62,-72.08,19.3,5.64,24
-37.85,-74.11,22.5,5.31,24
-9.22,157.64,18.5,5.31,24
-37.86,-74.69,17.9,5.07,23
46.54,152.99,45.3,5.07,23
-59.08,-25.22,47.2,5.17,23
-34.41,-72.18,12,5.68,24
34.88,142.05,20,5.24,23
28.42,142.85,12,5.17,23
22.99,94.62,114.7,5.49,24
2.28,133.02,13.2,5.82,24
-36.69,-74.02,31.4,5.29,24
-36.77,-73.77,23.7,5.41,24
44.08,-129.45,12,5.01,23
-34.65,-71.97,18.9,5.08,23
-37.78,-73.95,20,5.78,24
37.62,141.45,75.3,5.51,24
1.16,96.81,23.6,5.77,24
-34.57,-72.07,15.6,5.23,23
-37.11,-74.29,15,5.29,24
52.63,160.68,30.4,5.31,24
-1.6,128.09,58,6.45,25
-34.42,-72.1,16.4,5.2,23
37.7,141.98,45.9,6.53,25
-38.71,-73.85,19.3,5.45,24
-38.68,-73.85,13.3,5.44,24
-2.69,83.68,41.5,5.74,24
-7.15,67.94,12,5.42,24
-58.62,-23.34,17.1,5.62,24
28.73,128.25,12,5.25,23
-35.96,-73.85,12,6.19,25
-41.31,-89.29,17.8,5.17,23
30.53,82,22.5,4.92,23
-36.49,-73.63,13.4,6.64,26
-36.68,-73.76,17.2,5.88,24
-27.86,-113.32,16.5,4.91,23
52.14,142.09,12,5.75,24
-17.61,-178.62,574.6,5.41,24
-27.71,-113.3,12,5.29,24
-4.81,102.5,66.7,5.04,23
-44.36,-73.03,12,5.42,24
-35.47,-73.56,20.5,5.11,23
-42.63,-83.57,19.1,4.97,23
-36.65,-72.98,25.5,5.23,23
-34.49,-72.42,30.6,5.1,23
-48.71,164.56,30.4,5.29,24
-48.61,164.51,22.2,5.56,24
-48.62,164.51,21.1,5.26,23
-23.24,-176.75,161.5,5.53,24
-44.43,-73.01,20.4,5.25,23
-21.69,-68.65,171.4,5.04,23
-45.91,165.76,20.9,5.05,23
-26.92,-175.99,21.1,5.15,23
-33.63,-72.65,16.6,5.18,23
-35.67,-73.33,15,5.46,24
54.57,110.19,34.7,5.3,24
-33.37,-72.59,15.1,5.15,23
21.47,99.99,15.2,4.86,23
17.38,-100.91,24.3,4.96,23
51.42,-173.27,20,4.89,23
-3.32,152.33,413.5,6.58,25
-54.4,144.04,12,5.39,24
19.86,-75.25,18.3,5.64,24
19.84,-75.3,22,5.04,23
19.96,-105.8,33.3,4.99,23
16.3,-91.34,25,5.24,23
-29.29,60.93,19,5.05,23
-62.75,-158.46,18.9,5.27,23
-36.56,-73.57,21.2,5.53,24
-14.78,166.87,88.7,5.32,24
-16.35,-69.71,217.6,5.32,24
-17.71,-13.14,12,5.3,24
6.98,-82.27,17.8,4.79,23
-41.29,-89.03,14.7,5.39,24
-15.14,167.35,126.4,5.07,23
18.63,120.59,49.7,5.84,24
-12.01,165.83,18.1,5.34,24
-45.94,-77.04,13.9,4.86,23
-33.9,-178.12,16,5.24,23
-18.83,169.68,20.5,4.94,23
37.5,74.66,19.4,5.12,23
52.85,171.94,19.2,5.31,24
37.65,74.7,24.1,4.98,23
34.78,-36.67,12,4.76,23
-15.32,-74.84,62.5,5.2,23
-37.28,-74.18,16.3,5.14,23
32.37,92.89,17.8,5.71,24
32.37,92.92,19.1,5.44,24
38.69,39.99,28.9,5.09,23
14.02,-91.85,51.3,5.03,23
-17.3,-171.62,12,4.97,23
46.57,151.54,123.8,4.88,23
13.85,119.8,19.6,5.96,25
-35.85,-73.69,15,5.31,24
-7.44,128.55,170.4,5.33,24
-1.24,-78.32,12,4.98,23
-18.56,-172.45,13.6,5.02,23
-1.38,-15.92,12.5,4.96,23
-6.31,130.25,132.4,5.71,24
-28.11,-71.31,41.4,6.1,25
13.7,125.3,12,5,23
-52.81,25.79,12.3,5.14,23
-10.3,-78.04,76.7,5.19,23
-15.26,-175.03,12,5.17,23
-15.26,-175.01,12,5.08,23
-36.16,-73.92,12,5.19,23
-55.38,-128.83,19,5.71,24
-35.56,-73.44,12,5.96,25
-35.45,-73.44,17.1,5.62,24
-34.92,-72.01,53.2,5.29,24
43.28,138.45,12,5.75,24
13.58,92.76,30.5,6.64,26
51.56,-175.25,42.5,5.06,23
-9.02,117.48,18.3,4.98,23
-42.25,82.41,12,4.85,23
-42.24,82.27,16.9,4.91,23
-34.87,-72.22,12,5.12,23
-61.09,153.89,12,5.55,24
-34.28,-72.25,23.9,5.13,23
-7.73,127.54,172.7,5.37,24
-24.62,-175.35,23.5,5.01,23
16.73,147.53,20.2,4.98,23
-36.33,-73.2,30.4,5.97,25
-31.05,-176.74,52,5.27,24
-1.59,128.13,61.4,4.99,23
-2.28,99.85,39.6,4.91,23
-22.59,-179,481.1,5.31,24
-17.13,-176.77,16.5,5.58,24
32.31,-115.39,12.8,7.2,26
18.04,-81.71,14.5,5.13,23
-0.25,125.07,28.4,6.12,25
32.76,-115.79,20.9,5.11,23
-0.4,125.17,44.3,5.13,23
32.81,-115.68,20.3,4.98,23
-0.29,125.17,37.4,5.05,23
-35.48,-104.97,19.7,4.92,23
-20.07,-69.32,124.5,5.78,24
31.98,-114.93,15.1,4.86,23
2.07,96.74,17.6,7.81,27
52.15,-173.58,78.4,5.21,23
-3.67,141.95,26.8,5.98,25
-27.36,-175.7,33.1,4.99,23
-18.23,168.21,40.5,5.24,23
32.25,-115.26,12,5.37,24
42.88,144.74,71.3,4.86,23
-4.14,35.24,25.3,5.07,23
-21.84,-173.68,20.7,5,23
1.87,99.17,21.1,4.89,23
-62.19,164.87,18.5,5.25,23
-9.59,149.95,17.8,5.36,24
-28.81,-68.36,131.4,5.75,24
-7.37,129.64,99.2,5.19,23
-36.18,-101.17,15.4,5.38,24
-4.68,145.72,20.4,5.32,24
-41.26,-90.5,14.7,5.76,24
-25.75,-71.1,75.2,5.48,24
-20.12,-175.74,278.2,5.93,24
-12.99,166.24,23.2,5.78,24
-55.14,-127.25,12,5.36,24
23.26,122.09,30.1,5.26,23
-5.66,101.64,17.5,5.23,23
-5.4,152.55,63.4,5.39,24
-11.04,161.18,36.1,6.86,26
37.1,-3.69,616.5,6.35,25
77.01,19.61,12,4.93,23
-56.93,147.36,12,5.73,24
-35.37,-105.82,17.3,5.29,24
16.55,119.51,31.5,5,23
-4.5,153.65,31.3,5.23,23
19.94,-76.55,17.9,4.87,23
8.55,-103.94,12,5.08,23
8.43,-104.09,19,5.34,24
-10.72,161.12,16,5.16,23
-6.61,145.2,37.2,4.96,23
7.83,91.94,28.5,5.18,23
-56.55,-27,100.2,5.48,24
23.09,121.35,18.6,4.98,23
33.08,96.71,27.4,4.9,23
33.05,96.79,15.7,6.87,26
33.18,96.53,17.9,6.08,25
-18.75,167.34,14.5,4.87,23
32.04,-115.08,12,4.85,23
-31.32,-177.48,21.4,4.99,23
71.72,-66.87,12,4.78,23
-13.4,-112.22,19.3,5.64,24
-13.45,-112.11,17.6,5.07,23
41.68,-110.83,12,4.65,23
54.24,-160.88,37.6,5.69,24
-10.67,165.14,46.4,5.44,24
16.52,-98.22,15.2,5.23,23
-37.69,-74.25,12,5.63,24
-37.62,-74.24,12,5.71,24
32.38,92.84,17.3,5.29,24
3.9,126.71,33.9,5.39,24
3.82,126.61,23.6,5.33,24
-5.98,146.64,34.6,4.97,23
11.39,-87.18,33.7,5.55,24
-6.82,147.3,62.9,6.17,25
18.04,-81.74,12,5.04,23
-37.41,-74.19,14.9,5.57,24
-37.28,-74.22,21.6,5.07,23
-61.69,161.26,12,5.15,23
14.47,-92.38,75.2,5.62,24
18.25,-68.51,77.4,5.11,23
35.83,67.49,17.1,5.57,24
-37.69,-74.24,18.5,5.16,23
-55.73,-26.79,17.5,5.31,24
-49.68,-115.61,15.1,4.92,23
16.28,-98.4,23,4.98,23
0.04,-18.41,20,4.93,23
-15.21,-172.83,45.3,6.08,25
-4.67,144.79,141,4.97,23
-15.23,-173.07,52.6,5.28,24
20.43,-45.56,12,5.05,23
-6.57,146.41,130.5,5.4,24
44.08,148.43,32.3,5.07,23
13.46,144.73,132.2,5.26,23
-6.89,147.28,65.3,5.22,23
-37.69,-73.32,29.5,6,25
-10.51,161.43,37.6,5.06,23
-36.49,-99.61,12,5.21,23
-1.79,128.05,37,5.96,25
34.15,26.03,19.6,5.36,24
-15.84,-172.11,14,5.41,24
-13.43,-111.67,15.2,5.24,23
-20.02,-173.9,97.1,5.04,23
50.05,-178.57,12,4.87,23
-25,170.6,22.4,4.84,23
-55.57,-27.67,25.7,5.64,24
22.23,123.73,24.2,6.49,25
-56.25,-27.42,116.3,5.09,23
51.02,178.82,18.8,4.87,23
-49.99,114.21,12.8,5.59,24
51.03,178.8,20.5,5.12,23
30.51,101.63,25.4,5.08,23
27.09,54.8,20,4.98,23
33.12,96.6,25.4,4.85,23
19.18,93.01,31.2,5.17,23
-14.9,-173.13,12,5.02,23
-13.09,166.91,187.6,5.03,23
-36.97,-74.28,19,5.08,23
13.61,122.86,18.9,5.22,23
-51.06,139.39,12,5.76,24
60.45,-177.71,15,6.48,25
