latitude,longitude,depth,magnitude,exponent
82.01,116.83,15,5.05,23
8.46,127.53,15,5.24,23
-38.03,178.9,46.1,5.29,24
-26.61,-107.37,15,5.41,24
19.2,120.42,76.7,5.28,24
6.73,127.07,44,7.43,27
7.12,127.13,44.1,6.78,26
6.76,126.96,29.5,6.35,25
-14.85,167.05,102.6,5.38,24
35.95,68.3,33,5.22,23
1.08,-27.83,15,5.49,24
-11.18,162.71,16.8,5.93,25
43.67,148.11,60,5.86,24
36.89,139.11,24,5.29,24
16.11,-61.03,15,5.69,24
-17.8,-13.83,15,5.28,24
-0.76,-22.21,15,5.47,24
6.52,127.25,15,5.44,24
6.55,127.25,24,5.58,24
5.65,127.61,25,5.69,24
59.62,146.89,15,5.37,24
40.1,50.01,48,5.17,23
-33.52,-72.33,21,5.9,24
-9.02,108.54,36.1,5.39,24
5.1,127.87,36.2,5.1,23
5.83,127.75,19.4,5.2,23
15.21,-93.44,93.5,5.56,24
-18.56,176.12,15,5.52,24
-11.53,165.54,15,5.26,23
-14.9,167.11,114.4,7.02,26
56.99,-153.56,21,6.94,26
48.88,-129.3,24,6,25
-18.78,-176.23,15,5.7,24
35.46,134.53,33,5.29,24
26.29,-44.46,15,5.05,23
-15.97,-75.24,15,5.63,24
-16.93,-174.73,271.8,5.43,24
17.45,120.9,26.9,5.44,24
9.75,124.91,27.4,5.16,23
40.81,-125.25,15,5.53,24
12.97,-89.13,56,7.71,27
22.19,143.93,112.5,5.86,24
12.8,-89.09,59.3,5.66,24
13.41,-88.54,45.4,5.25,23
12.73,-89.4,38.7,5.58,24
-40.41,78.03,15,6.33,25
-15.75,-75.43,46.4,5.38,24
12.95,-89.06,56,5.78,24
0.17,122.85,153,5.29,24
12.74,-89.47,36.8,5.63,24
12.88,-89,43.8,5.63,24
-4.38,101.42,20,6.8,26
-4.46,101.64,36.2,5.69,24
12.91,-89.4,36.2,5.39,24
-28.46,-175.92,44.6,5.31,24
26.57,-110.59,15,5.31,24
-13.67,65.96,15,5.46,24
-4.24,101.59,17,5.37,24
38.61,66.14,26.6,5.28,24
-55.28,-28.35,15,5.39,24
2.49,126.34,33.3,5.54,24
-56.67,-27.52,15,5.36,24
15.33,-92.93,69.4,5.99,25
-11.72,166.08,48,6.25,25
-58.43,-9.59,15,5.99,25
50.57,-130.65,15,5.38,24
-4.42,152.69,55.2,5.3,24
3,126.81,38.1,5.48,24
45.12,-28.16,15,5.22,23
45,-27.98,15,5.29,24
10.12,126.51,25,5.57,24
45.04,-28.01,15,5.29,24
-27.09,-176.16,15,5.34,24
53.69,-35.3,15,5.25,23
13.75,-91.56,54.2,5.81,24
49.41,-129.07,15,5.56,24
49.24,-128.9,15,5.37,24
30.02,142.05,15,5.37,24
29.99,142.04,15,5.54,24
-54.78,-133.43,15,5.57,24
-0.44,99.63,31.4,5.53,24
-0.46,-19.83,15,5.67,24
-30.19,-177.68,43.7,5.32,24
60.19,-152.22,108.5,5.49,24
-5.91,103.77,76.1,5.25,23
12.76,-89.55,31.7,5.54,24
-23.02,170.02,15,5.37,24
23.63,70.24,19.8,7.62,27
-10.77,162.29,65.5,5.52,24
-4.47,-76.72,119.5,5.5,24
23.61,70.61,15,5.74,24
23.74,70.48,15,5.34,24
-5.17,151.69,65.8,5.19,23
-6.11,103.43,15,5.36,24
-24.19,-115.77,15,5.33,24
-5.89,103.28,30,5.19,23
-0.75,133.38,15,6.21,25
-55.72,-28.04,54.9,5.4,24
-5.92,147.42,62.1,5.57,24
51.45,-177.5,37,5.96,25
13.01,-89.5,52.1,5.63,24
5.03,-82.63,15,5.28,24
-19.13,-175.75,15,5.47,24
64.43,-131.15,15,5.33,24
-49.91,126.58,15,5.15,23
13.02,-89.2,65.8,5.78,24
-55.49,-27.2,18.3,5.34,24
52.73,153.97,434.2,5.68,24
24.18,125.23,30,5.78,24
24.45,125.49,15,5.11,23
-7.48,155.42,15,5.26,23
-19.26,-175.74,23.2,5.78,24
-6.35,148.01,50.8,5.48,24
1.53,122.88,41.6,5.28,24
56.51,-153.63,25,5.24,23
-48.3,-9.7,15,5.08,23
13.98,-88.97,15,6.54,25
-5.4,102.36,21.2,7.31,27
-5.4,102.3,15,5.6,24
48.61,153.31,149.1,5.59,24
-19.6,177.41,22.3,6.05,25
-19.8,177.44,15,6.18,25
28.98,139.5,393.7,5.24,23
-7.52,155.91,32.9,5.1,23
-5.66,148.54,172.3,5.58,24
-4.99,102.38,25.9,5.22,23
-7.11,117.62,537.9,6.05,25
-5.31,102.41,64.5,5.16,23
-15.48,-70.72,209.8,5.49,24
-21.7,-173.91,42.7,5.2,23
24.22,122.21,81.9,5.07,23
12.77,-89.06,15,5.42,24
20.34,122.15,37.4,5.46,24
54.02,-133.66,15,6.16,25
-47.17,32.55,15,5.99,25
23.72,70.07,15,5.37,24
-5.52,103.08,28.7,5.15,23
-44.88,-80.19,15,5.76,24
-6.82,129.19,130.7,5.2,23
11.99,124.76,24.6,5.06,23
-11.22,-74.36,34.6,5.65,24
-5.57,102.44,15,5.67,24
6.64,127.03,54.3,5.42,24
-27.47,-71.63,27.3,5.54,24
17.41,-83.71,15,5.44,24
-16.75,-73.58,48.5,5.32,24
-28.13,-176.92,15,5.35,24
29.44,101.32,33,5.6,24
13.94,-44.89,15,5.21,23
-30.69,-177.9,49.9,5.48,24
53.77,168.67,40.2,5.28,24
1.55,126.42,42.8,7.03,26
1.24,126.37,34,5.76,24
1.44,126.3,29,6.19,25
37.06,142.3,27,5.85,24
-1.15,67.55,15,5.55,24
36.41,70.62,193.4,6.09,25
46.79,144.54,396.4,6.06,25
-43.32,39.49,15,5.52,24
1.54,126.46,38.5,5.4,24
1.89,126.39,84.4,5.06,23
11.89,144.15,41.6,4.92,23
24.94,125.38,42.4,5.01,23
-28.04,-71.84,15,5.2,23
-21.8,173.57,15,5.1,23
-22.79,-174.4,34.3,5.21,23
-6.74,147.8,34.8,5.29,24
-14.08,-75.62,78,5.04,23
-49.33,121.54,15,5.19,23
6.38,127.25,21.4,5.74,24
-7.12,155.73,54.3,5.57,24
-22.11,169.87,17,6.64,26
-22.22,169.74,15,6.27,25
-22.31,169.25,20.2,5.34,24
47.14,-122.53,46.8,6.76,26
46.03,93.57,33,5.1,23
-22.38,169.99,15,5.8,24
23.63,120.78,25,5.23,23
-4.74,153.22,38.1,5.22,23
22.41,145.14,42,5.13,23
1.45,126.37,28.2,5.16,23
-22.26,169.8,15,5.22,23
-39.48,-75.45,15,5.84,24
-49.62,117.61,15,5.45,24
23.99,93.43,64.1,5.16,23
1.65,127.18,15,5.34,24
28.46,129.41,69.4,5.51,24
34.47,86.76,15,5.89,24
-20.66,-175.45,29.2,5.2,23
-3.69,146.96,16.8,5.26,23
-54.55,156.91,17,6.07,25
-10.33,161.62,106.7,5.24,23
-10.31,161.59,81.2,5.63,24
0.34,97.68,36.2,5.08,23
-16.2,178.34,27.6,5.09,23
-6.93,-12.71,15,5.93,25
-6.44,130.82,82.8,5.01,23
-29.96,-177.91,44.2,5.24,23
-5.61,102.07,28.6,5.31,24
32.15,69.32,33,5.26,23
-6.35,130.17,164,5.22,23
64.47,-131.49,15,5.05,23
-19.29,-172.59,15,5.39,24
-25.4,-177.59,244.7,5.78,24
-3.96,88.8,15,5.16,23
-19.22,-172.68,15,5.23,23
-34.93,-178.79,15,5.59,24
-7.87,106.03,37,5.81,24
18.75,121.22,17,5.74,24
0.65,122.01,121.8,5.91,24
8.76,94.08,28.3,5.35,24
8.79,94.11,29.9,5.94,25
-32.61,-72.04,42,5.89,24
12.84,-89.43,36,5.9,24
-20.63,-69.37,128.6,5.71,24
-10.36,161.48,46.4,5.27,24
37.52,-32.34,15,5.02,23
-5.2,102.18,32.4,5.22,23
46.52,151.51,111.1,5.31,24
12.37,-88.14,48.3,5.69,24
-4.01,128.12,17,6.48,25
7.03,125.76,103.8,5.11,23
-0.72,133.29,31.3,5.31,24
-4.6,153.18,62.1,5.81,24
32.78,46.29,15,5.38,24
-10.62,114.47,16.6,5.19,23
44.12,148.38,46.1,6,25
-18.97,-173.51,58.2,5.15,23
-16.91,167.49,15,5.03,23
-54.72,-131.09,15,5.28,24
33.97,132.52,47.4,6.81,26
38.01,143.64,15.5,5.17,23
14.63,53.25,15,5.12,23
34.12,132.63,32.3,5.16,23
-31.09,180,361,5.19,23
30.2,50.43,15,5.3,24
12.73,-89.25,35.4,5.73,24
-41.77,88.31,15,5.13,23
-35.07,-109.06,15,5.47,24
-59.99,-25.86,39.7,5.45,24
-2.65,138.97,28,5.42,24
-29.49,-68.33,125.4,5.37,24
49.16,156.92,30.3,5.27,24
-52.42,17.49,15,5.28,24
-34.31,55.27,15,5.44,24
11.92,147.36,40.5,5.53,24
40.75,141.86,69.8,5.47,24
-3.46,149,15,5.57,24
34.91,137.94,26.3,5.32,24
32.58,47.8,30.7,5.18,23
-7.13,120.87,603.4,5.37,24
-5.18,132.43,18,6.34,25
-34.26,55.24,15,5.42,24
16.06,-60.98,32.3,5.11,23
-3.79,152.81,34.6,5.09,23
-6.15,154.25,76.2,5.04,23
-5.68,151.42,40.4,5.32,24
53.99,-35.57,15,5.18,23
53.68,-35.91,15,5.17,23
-4.58,101.54,24,5.18,23
49.15,156.48,28.9,5.3,24
21.58,143.41,15,5.75,24
-27.65,-175.93,15,6.16,25
-4.62,102,70.1,5.5,24
-32.88,-73.23,15,6.65,26
39.99,20.1,51.2,5.05,23
-17.16,-13.95,15,5.12,23
12.84,-89.33,55.2,5.1,23
25.35,94.91,148.7,5.24,23
37.13,141.22,16.9,5.37,24
18.69,-81.97,15,5.12,23
24.77,98.81,15,5.6,24
-14.7,-174.07,15,5.16,23
12.12,-86.98,104.3,5.37,24
27.55,55.04,26.1,5.13,23
-15.59,-172.17,15,5.37,24
-60.04,-24.37,16,6.19,25
42.79,145.64,37,5.61,24
56.38,-119.36,15,5.24,23
-16.99,168.63,22.1,5.59,24
-54.91,-129.9,15,5.25,23
-25.69,-176.19,90.7,5.13,23
12.87,145.24,25.5,5.33,24
30.25,142.06,15,5.96,25
-54.63,-130.38,15,5.3,24
3.3,127.14,25.8,5.24,23
13.08,-91.72,16.7,5.34,24
-20.23,-69.6,15,5.6,24
45.55,149.79,117.1,5.11,23
-27.47,-175.76,15,5.26,23
51.31,-179.68,35,5.9,24
51.14,-179.31,40.6,5.2,23
-21.54,-113.04,15,5.27,24
49.07,156.46,58,5.23,23
-27.46,-175.64,15,5.39,24
-15.18,66.57,15,5.23,23
-7.64,156.09,17,5.85,24
-7.66,155.89,15,5.95,25
-7.66,155.98,30,5.34,24
-7.64,156.05,18,6.19,25
-7.56,155.79,16,6.63,26
-6.58,147.49,48.5,5.34,24
56.03,-158.01,60.1,4.85,23
-8,156.23,15,5.61,24
-6.87,152.48,17.2,5.18,23
-46.52,95.79,15,5.47,24
-8.06,156.15,15,5.21,23
-13.61,-76.89,33.5,5.57,24
43.02,-111.29,15,5.28,24
-28.95,-67.28,140.5,5.68,24
-5.25,132.21,29.4,5.47,24
33.06,136.61,411.2,5.24,23
13.41,50.35,15,5.29,24
-19.6,-173.21,16,5.76,24
18.92,120.67,34.1,5.43,24
-7.51,155.92,15,5.43,24
32.87,132.23,46,5.67,24
-9.24,106.51,49,5.47,24
-4.07,101.12,32.5,5.21,23
43.13,145.7,70.7,5.96,25
8.59,-103.33,15,5.71,24
8.61,-103.34,15,5.35,24
15.69,147.82,17.7,5.29,24
-18.07,-176.68,367.4,6.82,26
-17.55,167.72,25.5,5.38,24
18.71,-104.74,15,6.13,25
43.88,147.58,65.3,5.46,24
-30.39,-177.53,30.2,5.14,23
35.33,27.17,33,5.16,23
49.97,-130.52,15,5.27,24
3.61,148.32,15,5.39,24
12.5,93.29,99.3,5.22,23
0.34,126.38,26.7,5.78,24
-7.24,125.16,28.1,5.3,24
-33.75,57.53,15,5.04,23
24.18,-109.06,15,5.25,23
-23.52,-111.75,15,5.63,24
13.79,-92.19,37.4,5.37,24
14.92,-93.77,16.3,5.18,23
-24.56,-116.31,15,5.56,24
-15.26,-173.48,15,5.31,24
-18.59,-174.84,228.5,5.35,24
-32.95,-70.92,50,5.16,23
-8.11,158.39,77.6,5.07,23
-14.88,-173.24,15,5.64,24
-55.9,-144.16,15,5.87,24
-55.98,-144.28,15,5.41,24
27.27,128.4,54.7,5.13,23
18.72,-104.15,34.2,5.51,24
-0.93,121.88,15,5.1,23
-16.1,-172.36,15,5.1,23
13.82,-88.92,26.1,5.67,24
-7.35,155.52,27.9,5.17,23
-53.21,-118.4,15,5.29,24
53.48,-164.29,41,5.47,24
-10.26,161.41,55,6.23,25
-34.88,-107.96,15,5.43,24
0.82,99.02,94.4,5.21,23
29.77,130.57,15.1,5.09,23
49.26,156.9,19.7,5.02,23
-27.03,-176.44,27.7,5.64,24
54.59,-142.74,15,5.17,23
-28.15,-66.4,180.8,5.59,24
-4.3,143.28,122.3,5.47,24
30.13,70.19,17.5,5.08,23
0.06,97.52,22,5.83,24
54.35,169.06,15,5.19,23
-7.79,156.01,28.8,5.55,24
-19.88,-177.23,392.1,5.92,24
18.62,-104.57,15,6.31,25
2.76,-95.13,15,5.5,24
-4.12,152.83,46,5.08,23
36.41,70.95,205.9,5.22,23
-17.82,-178.61,588.1,5.6,24
-23.52,-114.16,15,5.31,24
27.53,101.11,33,5.44,24
-20.45,-67.23,205.7,5.31,24
-5.86,151.27,41,5.06,23
45.87,26.49,139.4,5.21,23
-38.41,175.4,248.1,5.41,24
44.18,148.61,32,6.69,26
-8.07,110.24,134.2,6.28,25
18.21,40.07,15,5.23,23
-7.4,128.4,153.4,5.13,23
-20.25,-177.65,413.9,6.35,25
-19.46,168.41,53,5.32,24
-4.36,102.56,50.2,5.05,23
-6.34,132.17,53.1,6.01,25
35.49,28.18,46,5.14,23
20.06,-109.07,15,5.47,24
-7.27,155.16,16,6.37,25
-7.14,154.93,27.8,5.71,24
-7.58,156.81,395.2,5.39,24
-56.55,-138.89,15,5.28,24
35,69.22,30.4,5,23
-7.33,154.92,15,5.87,24
-8.01,106.82,93.8,5.26,23
12.56,-88.47,66,5.26,23
-29.37,-178.23,199.3,7.13,26
-7.04,124.84,554.4,5.39,24
64.74,-151.74,15,5.1,23
17.05,146.3,95.8,5.65,24
-6.94,146.34,15,6.4,25
-7.19,146.46,15,5.95,25
51.52,-178.07,26.7,5.06,23
0.54,-27.63,15,5.16,23
-5.3,153.13,18,5.55,24
39.71,54.08,57.2,5.38,24
-6.88,154.88,50.3,5.2,23
38.32,25.66,33.6,5.56,24
4,126.43,101.9,5.41,24
-6.8,155,54.2,5.13,23
0.2,123.25,89.7,5.26,23
14.53,-45.07,15,5.31,24
44.35,147.66,24.5,5.22,23
-19.29,-172.55,15,5.45,24
-27.69,-66.9,38.1,5.02,23
24.35,122.3,79.6,5.52,24
-5.01,153.23,48.6,4.98,23
23.69,123.34,29.6,5.31,24
24.37,121.65,45.1,5.86,24
-19.02,-172.67,15,5.42,24
-21.99,-179.34,603.3,5.7,24
51.27,-179.58,20,5.49,24
-20.59,-178.42,549.7,5.4,24
51.19,-179.87,18,6.48,25
18.91,147.03,16,5.9,24
18.94,147.25,17,5.98,25
-2.11,97.75,15,5.31,24
14.03,51.59,15,5.93,24
-14.89,-173.33,15,5.95,25
17.75,-102.35,49.4,5.25,23
-24.45,-69.63,117.4,5.75,24
-20.12,168.65,37,5.51,24
22.95,120.7,15,5.33,24
22.87,120.9,36,5.13,23
-9.38,157.88,26.3,5.3,24
-22.95,-68.31,152.6,5.91,24
1.2,-85.39,15,5.69,24
45.69,152.3,18,5.7,24
3.13,128.41,220.8,5.09,23
45.8,152.22,30.6,5.22,23
-17.52,-14.4,15,5.2,23
-19.16,-172.69,15,5.08,23
-14.73,65.87,15,5,23
35.37,28.04,58.4,5.66,24
1.5,125.96,74.1,5.62,24
54.78,-158.93,33,5.5,24
-17.28,-72.71,29.6,8.38,28
44.43,148.7,35,5.95,25
-16.24,-74.79,24.4,5.32,24
-17.26,-73.99,15,5.68,24
37.23,35.71,15,5.42,24
15.79,-90.59,31.5,5.17,23
-17.35,-70.53,91.2,5.42,24
0.5,125.94,72.2,5.12,23
-9.81,161.31,92.1,5.09,23
-17.87,-72.02,24,6.7,26
-15.79,-74.19,33,5.37,24
-3.82,-104.32,15,6,25
61.47,-140.31,15,5.65,24
-19.92,-175.61,25.9,5.46,24
-17.67,-72.64,45.5,5.29,24
-18.04,-72.3,36.5,5.42,24
-31.88,-72.41,41.7,4.93,23
11.4,-70.41,31.6,5.3,24
-17.58,-72.54,23.7,5.26,23
-4.2,-80.99,39.4,5.26,23
-19.68,-66.39,287.2,6.05,25
-15.58,-70.81,17.4,5.41,24
0.29,29.97,15,5.23,23
-18,-72.77,45.8,5.29,24
30.3,70.08,33,5.13,23
-6.17,148.9,48.5,5.19,23
-6.5,146.84,96.1,5.94,25
28.09,130.38,41.8,5.09,23
-4.33,152.83,31,6.09,25
-3.9,123.82,16,5.58,24
-17.41,-73.56,15,5.4,24
27.52,129.67,26.7,5.18,23
-5.39,103.09,45.2,4.89,23
-5.85,154.71,208.4,5.88,24
-8.73,127.94,15,5.25,23
-16.67,-74.55,33.3,5.52,24
21.66,142.99,307.7,6.43,25
-11.64,166.13,115.1,5.06,23
-21.81,-176.31,186.5,6.47,25
32.37,139.37,21.5,5.61,24
32.47,140.26,43.6,5.43,24
-16.92,-65.42,15,6.13,25
31.94,139.51,15,5.82,24
31.87,139.61,16.9,5.66,24
32.15,139.72,15,5.54,24
-16.07,-73.6,69.1,6.54,25
44.61,149.92,40,5.44,24
12.15,-87.89,61.2,5.31,24
2.7,66.27,15,5.53,24
-17.45,-72.45,25,7.6,27
13.78,121.2,15,5.4,24
-6.7,152.38,15,6.14,25
24.89,101.25,33,5.14,23
27.62,129.98,15,5.34,24
39.94,42.07,29.4,5.39,24
-21.68,-173.44,15,5.12,23
-20.07,-178.32,575.6,5.31,24
-7.52,-13.76,15,5.63,24
-3.43,134.8,15,5.08,23
-19.74,-69.29,123.7,5.21,23
28.89,-43.1,15,5.66,24
52.89,-35.16,15,5.08,23
7.18,-79.76,15,5.27,24
7.17,-79.84,15,5.09,23
14.64,55.41,15,5.18,23
-22.43,170.29,15,5.22,23
79.39,3.84,15,5.2,23
32.61,73.14,85.2,5.05,23
-3.7,148.83,15,5.4,24
-15.16,166.08,15,5.25,23
-17.27,167.3,15,5.44,24
57.06,-150.99,30,5.86,24
-17.02,-174.32,230.1,5.82,24
-15.1,-173.48,76.5,5.38,24
45.66,26.73,133.7,5.25,23
6.12,126.89,102.3,5.14,23
-18.06,167.64,60.9,5.19,23
-30.21,-177.61,28.3,5.19,23
-29.98,-179.03,19.4,5.05,23
-5.18,132.46,30.8,5.95,25
-5.44,132.07,23.8,5.27,24
-22.83,-179.52,610.9,5.52,24
-6.25,151.9,46.3,5.13,23
0.5,98.17,66.8,5.08,23
13.85,120.36,110.6,5.38,24
-4.99,151.29,136.4,5.15,23
9,-83.97,15,5.33,24
-3.42,135.41,15,5.77,24
-19.44,-69.18,15,6.3,25
37.58,72.19,190,5.1,23
-33.22,-72.17,51.6,5.2,23
-64.88,177.04,15,5.35,24
12.11,125.67,70,5.08,23
51.17,-179.17,16,5.33,24
33.27,95.85,33,5.51,24
-11.83,-14.49,15,5.15,23
0.16,123.23,165.5,5.57,24
38.96,24.29,15,6.44,25
53.33,-163.76,15,5.13,23
-17.59,-73.17,32.5,5.32,24
58.82,-154.97,147,6.62,26
3.37,63.86,15,5.41,24
-6.41,153.35,15,5.18,23
-3.85,-104.04,15,5.61,24
11.86,123.44,15,5.36,24
39.09,24.04,15,4.99,23
-2.89,-12.47,15,5.16,23
36.09,141.45,47.2,5.02,23
-17.76,-178.69,575.8,5.47,24
-5.41,103.51,21.4,5.63,24
51.22,179.56,19.4,5.72,24
-15.56,-174.93,15,5.69,24
1.64,126.53,38.8,5.67,24
7.95,117.56,20.5,5.44,24
-7.16,-74.01,195.4,5.34,24
-9.2,122.07,33,5.03,23
2.74,126.89,54.8,4.78,23
56.26,163.93,17,6.3,25
2.78,127.36,33,5.8,24
15.49,147.5,41,5.05,23
0.4,128.78,25,5.11,23
2.89,127.22,27,5.34,24
12.51,93.19,101.8,5.9,24
51.05,157.61,80.3,4.86,23
-10.91,165.22,15,5.64,24
-56.03,-123.53,15,5.36,24
-55.67,-123.05,15,6.71,26
-8.48,-75.01,141.6,5.39,24
-8.77,113.78,100.5,5.59,24
-17.25,-72.84,15,5.13,23
-11,165.36,18,5.6,24
-56.25,-27.79,118.7,5.26,23
-14.38,-72.39,41.4,5.8,24
-30.39,-177.64,32.5,5.56,24
-18.25,-69.42,129.9,5.55,24
-15.62,-72.07,45.1,5.17,23
51.32,-177.76,34,5.41,24
-7.32,121.22,39,5.4,24
-5.79,149.61,144.3,5.44,24
-10.47,161.14,69.9,5.07,23
13.92,-92.43,23,5.44,24
-55.98,-123.37,15,5.22,23
-22.61,170.46,15,5.33,24
-14.65,166.79,88.2,5.7,24
-14.44,-72.11,43.1,5.37,24
39.77,-120.8,15,5.17,23
-13.5,-112.02,15,5.2,23
13.99,-92.36,36.8,5.29,24
-18.02,-71.86,46.6,5.41,24
-22.33,-174.1,15,5.35,24
-16.47,-70.39,15,5.14,23
24.43,94.99,142,5.03,23
-6.11,129.97,24.2,5.42,24
6.06,94.53,20.2,5.43,24
11.3,-87.27,25,5.57,24
2.7,126.92,42.2,5.15,23
-13.55,167.86,15,5.39,24
-11,165.11,15,5.31,24
-13.51,166.19,15,5.67,24
25.63,-109.96,15,4.87,23
41.05,142.46,44,6.41,25
-34.76,-178.95,21.9,5.42,24
76.45,-107.03,15,5.17,23
-22.47,179.39,604.2,5.59,24
4.34,127.63,133.2,5.19,23
-36.61,78.72,15,5.45,24
-4.8,153.38,54.6,5.16,23
25.48,126.15,16,5.88,24
25.46,126.16,16.1,5.29,24
-3.5,148.5,15,5.19,23
-36.7,-179.08,59,7.08,26
-36.91,-179.34,15,5.26,23
-37.63,-179.11,15,5.1,23
46.51,69.61,35.3,5.23,23
-15.48,-171.8,15,5.22,23
-3.35,146.8,15,6.11,25
-3.45,146.72,15,5.5,24
41.03,142.31,75.2,5.23,23
-36.52,-179.23,15,5.36,24
-36.53,-179.13,15,5.72,24
7.48,-82.83,16,6.03,25
35.51,135.43,49.7,4.89,23
1.33,126.24,52.6,5.2,23
1.22,126.62,17,5.09,23
-17.84,167.65,20,5.4,24
14.38,51.74,15,5.63,24
79.85,1.55,15,5.38,24
-5.25,101.83,65.9,5.09,23
1.48,126.51,25.6,5.01,23
1.34,126.56,31.7,6.06,25
-36.53,-178.98,17.1,5.13,23
-21.84,-70.57,95.7,5.75,24
-41.29,-90.65,15,5.55,24
-1.55,149.65,15,5.41,24
-11.57,-13.47,15,5.19,23
16.32,-93.88,92.4,5.3,24
-52.94,18.44,15,5.17,23
-36.62,-178.85,15,5.1,23
57.63,-155.11,121.9,5.01,23
-47.31,99.99,15,5.61,24
25.35,128.26,24.9,4.99,23
-22.87,169.46,17.5,5.74,24
49.08,-29.23,15,5.29,24
53.93,159.62,130.3,5.25,23
47.44,142.53,15,5.17,23
32.81,47.58,15,5.01,23
1.43,126.25,42.7,5.22,23
-5.59,151.44,55.7,5.34,24
1.11,82.51,15,6.03,25
-17.74,-72.76,42.1,5.35,24
-54.31,-136.75,15,6.28,25
-54.38,-136.44,15,5.86,24
36.05,141,35,5.2,23
39.4,72.03,15,5.46,24
-9.87,120.64,77.8,4.92,23
-16.23,178.23,15,5.78,24
16.43,-98.05,33.7,5.16,23
-16.12,178.47,15,5.22,23
36.9,141.72,27.1,5.23,23
-16.15,178.17,15,5.84,24
-4.84,152.86,38.6,5.08,23
-13.19,97.23,15,5.89,24
1.39,125.34,15,5.22,23
8.58,-74.83,34.1,5.1,23
-56.58,-141.64,15,5.05,23
44.81,138.77,293.3,5.28,24
15.11,-91.89,158.5,5.59,24
-0.47,133.18,20,6.48,25
45.45,150.68,15,5.47,24
52.48,-169.2,15.8,5.1,23
-20.84,-178.9,634.1,6.44,25
52.34,-169.33,35,5.58,24
27.79,142.11,54,5.62,24
49.65,-128.21,15,5.22,23
-21.06,-179.02,629.5,5.48,24
-42.25,-84.61,15,4.95,23
48.83,-128.46,15,5.12,23
-5.38,152.02,33.3,5.31,24
-4.88,153.41,61.8,5.5,24
48.82,-128.59,15,5.93,24
58.05,-31.92,15,5.23,23
-29.57,-177.29,41.2,5.21,23
-7.08,155.43,65.2,5.21,23
48.62,-128.26,15,5.5,24
-23,-68.51,142.8,5.2,23
-22.55,-174.13,17,5.91,24
37.24,21.85,15,5.44,24
42.49,147.46,43.7,5.17,23
48.49,-128.54,15,5.6,24
52.75,159.92,54.6,5.27,24
-8.86,-109.42,15,5.46,24
-7.49,127.97,140.1,5.96,25
-27.82,-176.3,15,5.51,24
12.74,-89.28,37.3,5.46,24
-4.51,127.54,15.2,5.25,23
-11.53,115.18,15,5.58,24
-4.78,153.44,48.3,5.35,24
51.78,-175.3,44.8,5.54,24
4.03,-76.17,178,5.92,24
55.45,-154.02,49.3,5.07,23
-37.33,-179.57,15,5.02,23
-40.08,176.33,27.2,5.31,24
-27.54,-177.8,171.1,5.34,24
46.6,151,128.9,5.43,24
12.17,80.19,21,5.16,23
17.17,-61.36,35.4,5.37,24
-4.03,154.12,15,5.1,23
-26.48,178.34,623.1,5.86,24
-16.37,-174.48,272.9,5.39,24
33,75.46,40.5,4.88,23
-18.48,167.87,16,6.35,25
-5.46,151.94,25.8,5.45,24
28.3,127.01,19.2,5.07,23
-22.99,-113.6,15,5.55,24
-18.49,167.92,22,6.19,25
43.42,147.55,57.8,5.1,23
-58.58,-24.9,46.4,5.56,24
-14.73,167.03,18.1,5.19,23
-16.2,-173.36,108.9,6.09,25
35.18,141.12,15,5.88,24
37.78,141.84,37,5.56,24
-49.08,121.85,15,5.35,24
-6.35,147.44,21.2,5.1,23
-29.9,-177.1,24.2,5.18,23
-3.43,139.8,27.7,5.64,24
46.95,148.62,288.1,5.88,24
34.65,141.95,19,5.16,23
-41.94,84.61,15,5.3,24
-7,155.63,43.6,4.98,23
-15.14,-173.46,68.3,5.32,24
-42.8,-83.96,15,5.36,24
-3.27,143.16,24,6.13,25
-0.4,125.28,38.2,5.1,23
52.33,161.05,24,5.17,23
17.32,-99.89,15,5.85,24
52.59,160.69,29,5.24,23
52.59,160.56,28,6.44,25
53.05,160.85,53.2,6.34,25
-53.85,-136.95,15,5.16,23
-23.07,-175.08,15,5.48,24
-23.48,-174.85,15,5.24,23
-23.54,-174.73,15,5.13,23
47.79,155.24,22,5.88,24
52.73,161.29,22.6,5.36,24
5.56,-32.66,15,5.22,23
52.51,160.19,32.4,5.23,23
-23.65,-179.31,538.1,5.49,24
-19.57,175.82,15,5.37,24
-24.52,-66.87,202.4,5.42,24
-33.16,-69.04,15,5.28,24
52.64,-132.18,15,6.03,25
12.88,145.08,42,6.98,26
0.88,125.96,31.4,5.95,25
18.69,91.8,15,5.16,23
-8.83,110.68,91.7,5.78,24
12.72,143.88,84.2,5.14,23
-55.76,-124.39,15,5.69,24
-16.1,-174.63,15,5.37,24
-39.7,176.76,16.7,5.51,24
-22.39,-113.71,15,5.27,24
-54.61,-119.58,15,5.38,24
54.27,-159.49,15,5.02,23
19,-65.13,15,5.57,24
3.79,126.83,24.9,5.2,23
-28.43,-68.96,135.6,5.36,24
19.19,-64.78,15,5.84,24
-55.23,-127.29,15,5.53,24
-4.31,124.11,18.8,7.45,27
-5.2,124.26,34.1,5.26,23
-22.26,-68.82,128,5.41,24
-3.86,124.33,15,5.43,24
-37.03,179.82,15,6.63,26
2.02,126.66,44,5.69,24
-4.98,139.29,15,5.46,24
3.9,128.61,21.4,5.12,23
