"utc_date","latitude","longitude","depth","magnitude"
"9/7/2012","-6.192","-80.0519","53","4.9"
"9/7/2012","-8.2697","-76.1791","158","4.5"
"9/8/2012","-11.4872","-74.7672","131","4.5"
"9/8/2012","-8.6744","-78.7452","68","4.5"
"9/8/2012","-5.8905","-79.1949","33","4.5"
"9/9/2012","-2.8124","-80.3235","63","4.8"
"9/9/2012","-5.4839","-80.6211","40","4.7"
"9/11/2012","-3.4491","-77.6727","77","4.9"
"9/12/2012","-8.4533","-76.9656","5","4.6"
"9/12/2012","-7.9656","-78.9945","41","4.5"
"9/13/2012","-15.7651","-72.4105","103","4.5"
"9/13/2012","-8.1391","-80.3108","55","4.6"
"9/15/2012","-4.3958","-80.659","68","4.7"
"9/15/2012","-4.1229","-80.2752","14","4.8"
"9/15/2012","-3.4813","-77.6433","78","4.8"
"9/15/2012","-18.3354","-71.1163","14","4.8"
"9/15/2012","-14.2734","-73.9188","101","4.5"
"9/15/2012","-12.523","-77.3313","47","4.5"
"9/15/2012","-9.1253","-77.6363","18","4.5"
"9/15/2012","-16.7757","-69.626","227","4.8"
"9/16/2012","-7.7633","-74.1716","198","4.9"
"9/16/2012","-13.5867","-77.2285","20","4.9"
"9/16/2012","-13.5822","-77.1342","38","4.8"
"9/16/2012","-13.5554","-77.1165","19","4.5"
"9/16/2012","-13.5392","-77.112","41","4.8"
"9/18/2012","-5.068","-79.3872","54","4.5"
"9/18/2012","-7.1102","-76.0072","146","4.6"
"9/19/2012","-13.0471","-76.6906","63","4.5"
"9/20/2012","-14.0535","-73.0644","115","5.3"
"9/20/2012","-9.9805","-76.4444","28","4.5"
"9/22/2012","-17.4587","-71.0491","33","4.9"
"9/22/2012","-14.9303","-73.0675","46","4.6"
"9/23/2012","-8.5077","-74.1864","168","4.9"
"9/23/2012","-13.0634","-76.6703","58","4.9"
"9/24/2012","-12.9461","-74.03","68","4.6"
"9/24/2012","-16.6377","-73.1983","48","4.8"
"9/25/2012","-17.9188","-71.584","24","4.7"
"9/25/2012","-8.8933","-76.0162","151","5.1"
"9/27/2012","-10.4657","-74.3878","142","4.5"
"9/28/2012","-11.8491","-76.4854","103","4.9"
"9/29/2012","-4.3312","-80.6148","38","4.5"
"9/29/2012","-17.673","-69.824","139","5.4"
"9/30/2012","-15.7046","-70.6413","211","4.8"
"9/30/2012","-16.2148","-73.7567","34","4.5"
"10/1/2012","-8.3263","-78.6893","68","4.5"
"10/1/2012","-8.841","-75.6803","129","4.9"
"10/2/2012","-8.7661","-80.1222","13","4.5"
"10/2/2012","-15.1396","-73.9808","118","4.7"
"10/2/2012","-14.4089","-76.5539","21","4.6"
"10/3/2012","-14.1244","-76.0193","57","4.8"
"10/3/2012","-12.9896","-73.942","80","4.6"
"10/3/2012","-14.3388","-76.3043","45","5.3"
"10/4/2012","-5.3529","-78.8223","16","4.5"
"10/5/2012","-15.6406","-71.0438","174","4.9"
"10/6/2012","-18.3706","-70.3667","71","4.5"
"10/6/2012","-14.2132","-74.5859","90","4.8"
"10/6/2012","-6.1795","-80.8528","24","4.5"
"10/7/2012","-3.7653","-79.7793","133","4.5"
"10/7/2012","-14.1921","-74.5616","104","4.6"
"10/7/2012","-9.6105","-75.0877","136","4.9"
"10/7/2012","-7.7469","-80.7216","46","4.6"
"10/7/2012","-5.3126","-76.7861","122","4.8"
"10/8/2012","-4.1347","-80.2744","40","4.5"
"10/8/2012","-11.1067","-74.4657","118","4.5"
"10/9/2012","-14.062","-76.3205","39","4.9"
"10/9/2012","-9.6415","-79.9131","22","4.7"
"10/9/2012","-11.2751","-73.4814","137","4.6"
"10/9/2012","-14.2756","-72.9064","30","4.6"
"10/9/2012","-8.8589","-74.5503","147","4.9"
"10/10/2012","-9.3675","-79.4387","75","4.6"
"10/11/2012","-15.7087","-75.4294","30","4.8"
"10/11/2012","-14.2175","-75.7663","57","4.5"
"10/11/2012","-9.7954","-78.5295","47","4.7"
"10/12/2012","-15.5374","-72.7992","10","4.7"
"10/12/2012","-8.2318","-80.0892","34","4.5"
"10/13/2012","-9.4506","-74.1979","161","4.7"
"10/14/2012","-9.3901","-80.2067","59","4.5"
"10/15/2012","-8.1735","-73.6576","216","4.9"
"10/16/2012","-4.4133","-77.5408","57","4.5"
"10/16/2012","-8.6266","-75.6043","163","4.8"
"10/16/2012","-8.0714","-76.4795","189","4.5"
"10/17/2012","-13.6129","-70.6458","10","5.1"
"10/17/2012","-11.3396","-77.7736","63","4.6"
"10/18/2012","-7.3569","-76.2365","143","4.5"
"10/19/2012","-12.5718","-77.0828","47","4.5"
"10/19/2012","-7.4762","-80.1978","30","4.8"
"10/19/2012","-15.7522","-72.292","128","4.5"
"10/22/2012","-8.3858","-80.212","41","4.6"
"10/23/2012","-10.7212","-74.7943","138","4.5"
"10/24/2012","-10.5862","-78.5926","54","4.7"
"10/25/2012","-7.8826","-76.3772","41","4.5"
"10/25/2012","-5.8314","-76.2061","36","6.2"
"10/26/2012","-14.7153","-74.5258","66","4.9"
"10/27/2012","-4.7138","-75.5439","33","4.7"
"10/29/2012","-3.2153","-80.7103","16","4.5"
"10/29/2012","-9.8187","-75.6241","53","4.6"
"10/30/2012","-14.8239","-71.5062","138","4.7"
"10/30/2012","-12.5146","-76.8274","56","4.7"
"10/31/2012","-16.2005","-71.8278","141","4.6"
"10/31/2012","-5.8268","-77.0736","134","4.5"
"10/31/2012","-8.4577","-80.2008","35","4.5"
"10/31/2012","-8.6915","-75.6442","127","4.5"
"11/1/2012","-11.9612","-76.0069","22","5.1"
"11/1/2012","-11.9452","-75.9938","21","4.8"
"11/2/2012","-10.0995","-74.2895","110","4.9"
"11/3/2012","-16.6389","-72.0623","99","4.8"
"11/3/2012","-15.6735","-71.9723","141","5.3"
"11/4/2012","-12.1316","-76.0255","110","5.3"
"11/4/2012","-16.0299","-72.2888","109","5.7"
"11/4/2012","-9.6871","-74.7362","130","4.9"
"11/4/2012","-9.4945","-79.3663","51","4.5"
"11/4/2012","-13.581","-76.0371","93","4.5"
"11/6/2012","-10.1752","-79.3922","27","4.7"
"11/7/2012","-17.0305","-69.7667","220","4.8"
"11/8/2012","-16.0503","-73.9891","60","4.5"
"11/8/2012","-7.7774","-81.1076","26","4.5"
"11/9/2012","-7.971","-79.8758","49","4.5"
"11/9/2012","-8.6096","-74.3019","169","5"
"11/10/2012","-4.8454","-81.0037","49","4.5"
"11/10/2012","-8.8817","-75.1934","135","6.2"
"11/10/2012","-9.4553","-75.5351","38","4.7"
"11/11/2012","-17.5744","-69.7622","176","4.8"
"11/12/2012","-9.9254","-75.6284","26","4.8"
"11/12/2012","-9.8172","-78.7709","40","4.7"
"11/12/2012","-15.6386","-73.8323","78","4.7"
"11/12/2012","-4.832","-76.3173","55","5"
"11/13/2012","-9.128","-74.3327","210","4.9"
"11/13/2012","-12.5837","-76.7146","52","4.6"
"11/13/2012","-9.8783","-78.883","40","4.8"
"11/13/2012","-5.9393","-81.0355","15","4.5"
"11/14/2012","-9.2699","-77.5625","10","4.5"
"11/14/2012","-7.8884","-74.0847","60","4.5"
"11/15/2012","-9.4882","-79.0083","49","4.5"
"11/15/2012","-7.8731","-74.0777","192","4.7"
"11/15/2012","-8.1961","-73.9207","195","4.8"
"11/16/2012","-13.2981","-76.6794","57","5.2"
"11/16/2012","-7.9418","-74.7491","145","5"
"11/16/2012","-18.1012","-69.8253","163","4.6"
"11/16/2012","-15.98","-73.1761","44","4.6"
"11/17/2012","-17.6763","-70.203","142","4.6"
"11/17/2012","-11.2406","-76.0296","117","4.6"
"11/17/2012","-9.559","-75.7304","63","4.6"
"11/18/2012","-9.8148","-78.6844","89","4.7"
"11/18/2012","-5.7285","-75.7608","28","4.8"
"11/18/2012","-11.6992","-73.6447","112","4.8"
"11/18/2012","-5.2805","-79.302","114","4.8"
"11/18/2012","-16.245","-74.2285","49","4.5"
"11/18/2012","-9.7271","-75.5051","139","4.7"
"11/19/2012","-13.4944","-71.4612","150","4.5"
"11/19/2012","-17.9837","-70.793","38","5"
"11/19/2012","-10.0927","-78.5868","55","4.8"
"11/20/2012","-11.6903","-77.7246","61","4.6"
"11/21/2012","-6.7196","-74.4852","55","4.6"
"11/21/2012","-10.5531","-75.1941","142","4.8"
"11/22/2012","-5.4822","-79.5609","12","4.5"
"11/22/2012","-3.9304","-76.8727","57","4.5"
"11/22/2012","-9.4928","-78.5882","69","4.5"
"11/22/2012","-6.272","-76.719","119","4.7"
"11/22/2012","-14.6764","-76.1362","19","4.9"
"11/22/2012","-15.2271","-74.332","69","4.7"
"11/24/2012","-11.1817","-78.0831","64","4.8"
"11/24/2012","-12.0766","-72.5262","155","4.6"
"11/24/2012","-8.1305","-79.865","55","4.8"
"11/26/2012","-8.3309","-80.0214","10","4.5"
"11/26/2012","-5.5291","-80.8534","11","4.5"
"11/26/2012","-17.628","-69.809","131","4.5"
"11/27/2012","-14.548","-72.5719","55","4.5"
"11/27/2012","-10.9574","-77.9438","56","4.9"
"11/28/2012","-4.6849","-76.2691","143","6"
"11/29/2012","-9.2512","-75.9845","22","4.6"
"11/29/2012","-13.9154","-77.1131","41","4.5"
"11/29/2012","-6.6715","-81.4624","48","5.6"
"11/29/2012","-6.4049","-81.1021","25","4.5"
"11/30/2012","-9.5639","-78.9113","60","4.5"
"11/30/2012","-15.2375","-73.0723","139","5"
"11/30/2012","-8.69","-74.6607","39","4.6"
"12/1/2012","-15.7686","-72.1185","131","4.5"
"12/3/2012","-4.6835","-78.4243","38","4.7"
"12/3/2012","-15.6815","-70.5168","201","4.6"
"12/4/2012","-8.856","-74.2715","176","5"
"12/4/2012","-8.3432","-80.4029","22","4.6"
"12/4/2012","-5.0024","-81.6471","44","4.5"
"12/5/2012","-10.3491","-76.4979","118","4.9"
"12/6/2012","-9.6984","-79.6577","56","4.5"
"12/6/2012","-18.4388","-69.9294","143","5.3"
"12/7/2012","-16.0297","-74.1557","40","4.5"
"12/9/2012","-9.5237","-75.605","39","4.5"
"12/10/2012","-12.4229","-77.2423","42","4.8"
"12/10/2012","-15.0899","-72.5214","105","4.8"
"12/11/2012","-3.4395","-80.5615","28","4.5"
"12/11/2012","-17.8367","-69.7286","151","4.9"
"12/11/2012","-6.9702","-80.6724","16","4.6"
"12/11/2012","-8.2302","-76.114","174","4.6"
"12/13/2012","-7.4897","-79.9422","37","4.5"
"12/13/2012","-9.007","-75.1872","180","4.8"
"12/14/2012","-5.7658","-81.3963","19","4.5"
"12/14/2012","-13.6644","-76.433","23","4.5"
"12/15/2012","-8.3561","-74.9599","133","4.9"
"12/15/2012","-9.4535","-79.3681","16","4.5"
"12/16/2012","-6.07","-74.8741","185","4.9"
"12/16/2012","-6.9688","-74.4505","157","4.8"
"12/17/2012","-6.9847","-80.8488","38","5"
"12/17/2012","-6.9651","-80.8921","34","4.9"
"12/17/2012","-9.5166","-79.391","24","4.6"
"12/17/2012","-3.4584","-81.8513","27","4.8"
"12/17/2012","-3.1738","-77.6122","60","4.6"
"12/17/2012","-14.4016","-74.2084","103","4.5"
"12/17/2012","-5.8999","-80.6326","48","4.5"
"12/17/2012","-8.9417","-76.5328","152","4.6"
"12/17/2012","-8.2873","-76.4789","36","4.8"
"12/18/2012","-9.2346","-75.7679","160","4.7"
"12/18/2012","-14.6567","-76.1668","34","4.7"
"12/18/2012","-11.3516","-74.9008","217","4.7"
"12/19/2012","-15.6977","-70.9813","51","4.6"
"12/19/2012","-9.4364","-79.1855","54","4.5"
"12/20/2012","-5.6472","-77.6107","166","4.5"
"12/21/2012","-5.836","-81.7046","8","4.6"
"12/21/2012","-4.3092","-81.0003","58","4.6"
"12/21/2012","-9.0418","-78.792","73","4.5"
"12/21/2012","-5.8217","-75.1501","34","4.6"
"12/22/2012","-12.56","-76.8181","51","4.7"
"12/22/2012","-3.0253","-80.4891","15","4.8"
"12/22/2012","-6.0081","-76.7905","55","5.3"
"12/22/2012","-3.5453","-80.239","82","4.5"
"12/22/2012","-4.3435","-80.539","38","4.5"
"12/22/2012","-5.9299","-76.9713","8","4.5"
"12/22/2012","-6.1145","-76.8995","21","4.5"
"12/22/2012","-5.9513","-76.5044","152","4.5"
"12/23/2012","-7.4135","-75.5671","100","4.6"
"12/24/2012","-18.1716","-70.3164","99","5.2"
"12/24/2012","-4.5827","-82.2253","6","4.5"
"12/25/2012","-8.8421","-79.8634","52","4.7"
"12/25/2012","-7.5649","-74.432","190","4.9"
"12/25/2012","-5.6424","-76.5992","102","4.5"
"12/26/2012","-8.3424","-74.3151","67","4.7"
"12/26/2012","-5.3736","-76.9187","99","4.5"
"12/26/2012","-7.8069","-76.4256","156","4.5"
"12/28/2012","-10.7492","-78.2813","63","4.9"
"12/28/2012","-10.8411","-78.0667","45","4.8"
"12/28/2012","-6.7433","-76.8321","145","4.5"
"12/29/2012","-11.4436","-77.0409","97","5"
"12/30/2012","-6.3054","-76.9887","130","4.5"
"12/30/2012","-15.9814","-74.3288","46","4.6"
"12/30/2012","-9.7954","-72.8748","171","4.9"
"12/30/2012","-10.8924","-77.9887","82","4.9"
"12/30/2012","-17.3778","-72.3744","47","4.6"
"12/30/2012","-13.002","-71.2131","11","5.5"
"12/31/2012","-12.7127","-75.2464","72","4.5"
"12/31/2012","-11.444","-77.8492","51","5.3"
"12/31/2012","-7.1908","-80.9342","22","4.8"
"12/31/2012","-7.4855","-80.258","24","4.5"
"12/31/2012","-7.3099","-80.5454","39","4.7"
"12/31/2012","-8.7896","-78.7943","42","4.5"
"12/31/2012","-18.1489","-70.2891","140","4.8"
"1/1/2013","-12.6182","-76.7686","62","4.5"
"1/2/2013","-7.6207","-74.2491","172","4.6"
"1/2/2013","-5.3829","-78.6587","22","4.5"
"1/2/2013","-3.6134","-82.125","32","4.5"
"1/3/2013","-15.0332","-74.0146","116","4.5"
"1/4/2013","-5.7676","-75.8358","40","4.7"
"1/4/2013","-8.963","-75.0118","152","4.9"
"1/5/2013","-15.4023","-71.9071","55","4.8"
"1/5/2013","-9.4476","-79.5261","32","4.7"
"1/6/2013","-8.9734","-80.2998","50","4.6"
"1/6/2013","-14.4141","-75.4086","82","4.7"
"1/6/2013","-17.4368","-72.3711","39","5.1"
"1/7/2013","-18.2471","-71.7211","36","4.5"
"1/7/2013","-15.1328","-74.7563","77","4.5"
"1/7/2013","-8.4252","-76.3747","38","4.5"
"1/8/2013","-14.5674","-72.4857","25","4.5"
"1/8/2013","-8.2819","-74.4042","164","4.7"
"1/9/2013","-18.5068","-70.0242","124","5.3"
"1/9/2013","-8.3608","-79.7162","51","4.5"
"1/9/2013","-15.2592","-75.9205","54","4.7"
"1/10/2013","-11.6275","-77.6985","43","4.8"
"1/10/2013","-14.4718","-73.797","108","4.5"
"1/10/2013","-14.6944","-76.163","29","4.8"
"1/10/2013","-5.9842","-81.1222","12","4.7"
"1/10/2013","-7.1081","-80.9785","8","4.5"
"1/12/2013","-7.4159","-75.8224","38","4.6"
"1/12/2013","-18.5755","-71.0818","12","4.5"
"1/13/2013","-8.0503","-76.0021","105","4.6"
"1/13/2013","-9.9267","-74.1968","151","4.7"
"1/14/2013","-14.8599","-71.9604","20","4.8"
"1/15/2013","-14.7098","-71.6469","122","4.6"
"1/15/2013","-5.513","-79.6877","91","4.7"
"1/15/2013","-4.4971","-78.4121","100","4.5"
"1/15/2013","-5.7443","-80.6656","35","5.2"
"1/15/2013","-5.9237","-81.183","40","4.5"
"1/16/2013","-15.194","-70.5331","166","5.1"
"1/16/2013","-15.85","-71.9112","12","4.7"
"1/16/2013","-15.8082","-71.8981","12","4.6"
"1/16/2013","-5.7904","-77.0303","34","5"
"1/17/2013","-15.302","-70.798","73","4.3"
"1/17/2013","-10.8963","-73.6678","14","4.6"
"1/17/2013","-14.8457","-71.9888","129","4.5"
"1/18/2013","-14.2316","-71.8137","216","4.6"
"1/18/2013","-14.8056","-71.8054","124","4.9"
"1/18/2013","-12.959","-71.253","47","4.5"
"1/19/2013","-13.3905","-76.171","60","4.8"
"1/19/2013","-8.767","-80.1078","25","4.6"
"1/19/2013","-15.7173","-70.7384","174","4.5"
"1/20/2013","-14.7407","-76.1595","43","4.9"
"1/20/2013","-5.9223","-76.7106","122","4.5"
"1/20/2013","-5.1332","-81.108","25","4.5"
"1/21/2013","-9.1676","-79.1836","36","4.7"
"1/22/2013","-5.7995","-77.6914","34","4.5"
"1/22/2013","-17.4166","-72.3917","43","4.5"
"1/22/2013","-16.0175","-74.5599","41","4.6"
"1/22/2013","-9.9657","-73.9905","163","5"
"1/22/2013","-9.3023","-79.3993","55","4.6"
"1/23/2013","-17.5036","-72.9432","16","4.8"
"1/23/2013","-14.8705","-71.7382","134","4.5"
"1/23/2013","-18.0178","-70.4409","93","4.9"
"1/24/2013","-10.4231","-78.3303","64","4.6"
"1/25/2013","-13.5581","-76.1934","48","4.5"
"1/25/2013","-4.8749","-76.6528","190","4.6"
"1/25/2013","-9.6516","-79.7526","14","4.7"
"1/26/2013","-8.3217","-75.9812","44","4.6"
"1/26/2013","-5.1957","-77.1366","56","4.5"
"1/27/2013","-3.5945","-80.8562","28","4.5"
"1/28/2013","-16.1625","-73.6494","47","4.9"
"1/29/2013","-15.5006","-72.0564","134","4.8"
"1/29/2013","-5.8252","-75.9572","25","4.5"
"1/29/2013","-15.6204","-70.5932","221","4.7"
"1/29/2013","-8.8214","-80.2199","42","4.6"
"1/29/2013","-16.7267","-72.8432","71","4.5"
"1/29/2013","-15.8557","-71.7874","25","4.8"
"1/30/2013","-14.4441","-72.5659","11","4.6"
"1/30/2013","-16.2089","-75.2047","16","5.1"
"1/31/2013","-16.1041","-75.1262","14","4.9"
"1/31/2013","-8.0855","-76.0697","146","4.7"
"1/31/2013","-15.8807","-75.2658","24","5"
"2/2/2013","-15.1737","-74.7094","68","4.9"
"2/2/2013","-15.6395","-75.134","15","4.6"
"2/2/2013","-4.5335","-77.9011","53","4.5"
"2/2/2013","-9.0191","-79.1941","55","4.5"
"2/2/2013","-4.9499","-77.736","254","4.5"
"2/3/2013","-14.4026","-73.5236","112","4.9"
"2/4/2013","-3.158","-80.9521","19","4.5"
"2/4/2013","-3.6956","-80.7209","42","4.5"
"2/4/2013","-16.1309","-71.825","123","4.7"
"2/4/2013","-15.5409","-74.4734","79","4.7"
"2/5/2013","-3.6822","-78.336","266","4.5"
"2/6/2013","-3.9098","-80.6088","31","4.5"
"2/6/2013","-7.3775","-80.2946","42","4.5"
"2/6/2013","-9.1361","-77.5433","10","4.7"
"2/7/2013","-15.0599","-76.4505","41","4.5"
"2/7/2013","-6.5338","-74.6429","167","5"
"2/7/2013","-15.8332","-71.7719","12","4.7"
"2/7/2013","-5.7459","-77.3379","121","4.5"
"2/7/2013","-9.7887","-75.0389","122","4.7"
"2/8/2013","-9.5983","-75.8614","35","4.5"
"2/8/2013","-13.664","-76.4599","55","4.6"
"2/9/2013","-14.6625","-74.0706","108","4.6"
"2/9/2013","-9.843","-79.4651","48","4.6"
"2/9/2013","-13.4931","-76.039","69","4.5"
"2/10/2013","-13.0432","-76.6215","68","4.5"
"2/10/2013","-14.9464","-73.5749","116","4.7"
"2/11/2013","-10.4233","-74.4679","110","5"
"2/12/2013","-15.1125","-72.5749","130","5.2"
"2/13/2013","-10.8514","-73.2594","148","4.6"
"2/15/2013","-12.7627","-76.9552","39","4.5"
"2/16/2013","-16.1157","-74.7532","25","4.5"
"2/16/2013","-11.5506","-78.7911","56","4.6"
"2/17/2013","-4.8188","-80.2515","57","4.5"
"2/18/2013","-10.8184","-74.6851","56","4.9"
"2/18/2013","-6.2507","-75.3042","37","4.5"
"2/18/2013","-3.6914","-77.0985","143","5.2"
"2/18/2013","-15.7198","-72.3002","134","5"
"2/18/2013","-16.7645","-70.2248","195","4.6"
"2/20/2013","-15.5339","-72.5929","116","5.1"
"2/22/2013","-3.706","-80.4313","59","4.5"
"2/22/2013","-4.6441","-77.8488","43","4.5"
"2/22/2013","-14.3243","-75.6646","54","4.8"
"2/22/2013","-15.8397","-71.8128","5","5.3"
"2/22/2013","-15.8669","-71.8119","8","5.6"
"2/22/2013","-15.8951","-71.8046","7","5.5"
"2/22/2013","-8.9326","-78.7615","58","4.6"
"2/23/2013","-15.6405","-71.8884","9","4.6"
"2/23/2013","-17.7957","-69.8587","192","4.8"
"2/23/2013","-15.9766","-74.338","91","4.6"
"2/23/2013","-15.8399","-71.7993","9","5"
"2/24/2013","-15.5259","-71.6368","134","4.5"
"2/24/2013","-15.8367","-71.8532","11","4.6"
"2/24/2013","-4.4239","-80.9026","31","4.5"
"2/24/2013","-3.9479","-80.5092","32","4.5"
"2/24/2013","-18.2981","-70.0046","139","4.5"
"2/25/2013","-18.1719","-71.4709","26","4.9"
"2/25/2013","-2.6763","-80.3587","41","4.5"
"2/25/2013","-15.7181","-72.8449","103","4.9"
"2/25/2013","-6.1555","-76.015","73","4.5"
"2/26/2013","-4.0836","-80.9551","30","4.5"
"2/26/2013","-8.1698","-74.3019","205","4.7"
"2/26/2013","-16.89","-71.3196","104","4.5"
"2/27/2013","-3.8239","-78.5828","167","4.9"
"2/27/2013","-10.198","-74.8707","30","4.6"
"2/28/2013","-16.2881","-72.2754","98","4.6"
"2/28/2013","-4.9998","-78.7205","18","4.5"
"2/28/2013","-2.7089","-78.0955","273","4.5"
"3/2/2013","-8.5929","-79.4186","43","4.6"
"3/2/2013","-12.7123","-76.9345","35","4.6"
"3/3/2013","-17.858","-71.0658","23","4.6"
"3/3/2013","-7.4412","-76.5155","32","4.5"
"3/3/2013","-14.8855","-72.1666","149","4.5"
"3/3/2013","-16.0992","-72.5673","28","4.5"
"3/4/2013","-16.0813","-73.2464","94","4.5"
"3/4/2013","-15.85","-71.9228","111","4.6"
"3/4/2013","-8.2066","-75.6719","118","5.2"
"3/4/2013","-14.739","-71.8533","118","4.5"
"3/4/2013","-2.2319","-76.9591","56","4.6"
"3/5/2013","-14.743","-75.8155","38","4.8"
"3/5/2013","-3.7985","-77.2428","106","4.5"
"3/5/2013","-4.4521","-77.0202","54","4.5"
"3/5/2013","-9.1782","-79.2364","25","4.6"
"3/5/2013","-15.9466","-71.6086","156","4.6"
"3/6/2013","-6.148","-76.6649","98","4.5"
"3/6/2013","-17.5885","-69.6215","145","4.8"
"3/9/2013","-2.502","-81.7618","23","4.5"
"3/9/2013","-15.831","-71.8281","10","4.8"
"3/9/2013","-10.3809","-78.6871","56","4.9"
"3/10/2013","-15.5889","-72.6368","108","4.6"
"3/10/2013","-3.7683","-79.8341","50","4.6"
"3/10/2013","-14.4625","-76.1339","38","4.6"
"3/11/2013","-15.3722","-71.9901","122","4.6"
"3/11/2013","-6.4396","-75.3807","36","4.5"
"3/11/2013","-4.0081","-74.9433","112","4.6"
"3/11/2013","-12.8327","-77.0364","44","4.6"
"3/11/2013","-6.5122","-78.875","117","4.5"
"3/12/2013","-2.952","-77.8709","37","4.6"
"3/13/2013","-3.6422","-77.1283","116","4.5"
"3/14/2013","-11.894","-72.03","27","4.5"
"3/14/2013","-12.073","-72.103","10","4.6"
"3/14/2013","-15.8019","-71.8542","6","5"
"3/15/2013","-3.164","-75.9173","220","4.9"
"3/15/2013","-4.0703","-80.0432","83","4.9"
"3/15/2013","-14.3718","-76.4912","25","4.6"
"3/15/2013","-5.9905","-75.1146","58","4.5"
"3/16/2013","-3.3649","-81.1397","52","4.7"
"3/17/2013","-9.1308","-80.3807","56","4.5"
"3/17/2013","-8.906","-80.8546","57","5.3"
"3/18/2013","-16.6704","-72.443","65","4.6"
"3/18/2013","-16.5768","-72.507","87","5.1"
"3/19/2013","-3.045","-77.4944","110","4.5"
"3/19/2013","-9.839","-75.3233","146","4.9"
"3/19/2013","-15.8974","-73.3894","57","4.5"
"3/19/2013","-14.1822","-72.9941","132","4.5"
"3/19/2013","-13.2737","-76.6458","48","4.5"
"3/19/2013","-13.164","-76.3914","69","5"
"3/20/2013","-3.3359","-81.1267","56","4.5"
"3/20/2013","-8.4288","-75.4985","105","4.7"
"3/20/2013","-16.7712","-69.9797","204","4.7"
"3/20/2013","-4.7727","-75.6176","173","4.5"
"3/20/2013","-16.0454","-72.22","116","4.5"
"3/21/2013","-16.0428","-73.4757","68","4.6"
"3/21/2013","-9.3841","-80.5643","51","4.9"
"3/21/2013","-14.7741","-75.992","38","4.6"
"3/22/2013","-11.0539","-78.2033","81","4.8"
"3/22/2013","-7.2252","-78.5435","26","4.5"
"3/22/2013","-8.2892","-78.3706","96","4.5"
"3/23/2013","-15.9993","-74.0168","76","4.7"
"3/23/2013","-15.8548","-71.7576","10","5.1"
"3/24/2013","-7.4997","-76.4562","106","4.7"
"3/24/2013","-13.4251","-74.125","9","4.9"
"3/25/2013","-4.2589","-72.949","5","4.7"
"3/25/2013","-5.9565","-74.7055","57","4.7"
"3/26/2013","-6.3671","-76.4759","141","4.8"
"3/26/2013","-5.4635","-78.3163","139","4.5"
"3/26/2013","-5.2681","-77.6968","263","4.5"
"3/26/2013","-14.5082","-74.9007","140","4.5"
"3/26/2013","-16.7991","-74.334","22","4.7"
"3/27/2013","-4.8013","-80.1086","93","4.5"
"3/27/2013","-16.4961","-74.0778","51","4.5"
"3/27/2013","-9.081","-75.25","173","4.5"
"3/27/2013","-10.9614","-74.1737","168","5.2"
"3/28/2013","-5.8243","-75.4532","76","4.5"
"3/28/2013","-16.7565","-72.9511","35","5.1"
"3/29/2013","-5.4171","-76.9024","166","4.5"
"3/30/2013","-7.0749","-80.1227","46","4.5"
"3/30/2013","-9.5249","-79.2377","48","5.7"
"3/31/2013","-15.0014","-74.4596","97","4.6"
"3/31/2013","-18.201","-70.0547","191","4.5"
"4/2/2013","-15.9788","-71.9338","126","4.7"
"4/2/2013","-8.722","-74.3438","185","4.9"
"4/2/2013","-3.2184","-78.4809","211","4.7"
"4/3/2013","-16.8355","-71.7379","51","4.5"
"4/3/2013","-4.4754","-76.8297","163","4.5"
"4/3/2013","-18.0065","-71.8249","38","4.7"
"4/3/2013","-4.2742","-77.9027","12","4.5"
"4/3/2013","-18.611","-70.1795","142","4.9"
"4/4/2013","-3.843","-80.3301","67","5.1"
"4/4/2013","-11.8942","-77.342","66","4.5"
"4/6/2013","-8.9131","-79.0594","65","5"
"4/6/2013","-9.9992","-75.5491","118","5"
"4/6/2013","-15.622","-74.9708","54","4.5"
"4/6/2013","-3.6758","-80.6012","10","4.5"
"4/6/2013","-5.8856","-79.2022","31","4.9"
"4/6/2013","-15.4102","-74.0566","64","4.7"
"4/6/2013","-7.8891","-74.8638","209","4.6"
"4/7/2013","-8.7669","-75.9102","159","4.7"
"4/7/2013","-16.582","-73.3574","40","4.5"
"4/7/2013","-7.9949","-79.825","63","5.2"
"4/7/2013","-11.6374","-74.8471","129","4.7"
"4/7/2013","-13.6796","-76.5096","46","5.1"
"4/7/2013","-17.2865","-72.0762","52","4.9"
"4/8/2013","-9.5438","-79.2077","50","4.5"
"4/9/2013","-5.9544","-80.5706","54","4.9"
"4/9/2013","-16.5927","-73.7359","10","4.5"
"4/9/2013","-15.8421","-71.923","9","4.6"
"4/9/2013","-9.0533","-79.5572","40","4.7"
"4/10/2013","-12.3289","-76.0316","106","4.5"
"4/10/2013","-10.7685","-75.4149","141","5.4"
"4/11/2013","-10.0396","-75.5075","35","4.8"
"4/11/2013","-9.9313","-75.6546","23","4.9"
"4/12/2013","-4.8523","-80.8626","29","4.5"
"4/12/2013","-14.656","-75.0657","97","4.5"
"4/12/2013","-2.8046","-77.9554","115","4.5"
"4/13/2013","-7.2562","-75.5057","132","4.6"
"4/13/2013","-5.8099","-76.2052","32","4.6"
"4/15/2013","-5.6134","-77.8924","36","4.5"
"4/15/2013","-8.7267","-79.7259","53","4.5"
"4/16/2013","-4.0155","-80.669","37","4.5"
"4/16/2013","-9.5353","-79.2558","56","4.8"
